Date,Year,Sto_Nino_WL_Valid_Hours,Sto_Nino_WL_24h_Pass,Sto_Nino_WL_DailyMax,Nangka_WL_Valid_Hours,Nangka_WL_24h_Pass,Nangka_WL_DailyMax,BosoBoso_Rain_Valid_Hours,BosoBoso_Rain_24h_Pass,BosoBoso_Rain_DailySum,Campana_Rain_Valid_Hours,Campana_Rain_24h_Pass,Campana_Rain_DailySum,Nangka_Rain_Valid_Hours,Nangka_Rain_24h_Pass,Nangka_Rain_DailySum,Oro_Rain_Valid_Hours,Oro_Rain_24h_Pass,Oro_Rain_DailySum,Aries_Rain_Valid_Hours,Aries_Rain_24h_Pass,Aries_Rain_DailySum,All7_Common_24h_Pass,Exact_t1_Eligible,Exact_t2_Eligible,Exact_t3_Eligible
2018-11-20,2018,24,YES,12.11,24,YES,15.85,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,NO,False,False,False
2018-11-21,2018,24,YES,12.23,24,YES,15.85,24,YES,5.0,24,YES,7.0,0,NO,,24,YES,2.0,24,YES,8.0,NO,False,False,False
2018-11-22,2018,24,YES,12.16,24,YES,15.85,24,YES,2.0,24,YES,6.0,0,NO,,24,YES,2.0,24,YES,2.0,NO,False,False,False
2018-11-23,2018,24,YES,12.17,24,YES,15.85,24,YES,0.0,24,YES,1.0,0,NO,,24,YES,0.0,24,YES,0.0,NO,False,False,False
2018-11-24,2018,24,YES,12.15,24,YES,15.85,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,NO,False,False,False
2018-11-25,2018,24,YES,12.13,24,YES,15.85,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,2.0,24,YES,0.0,NO,False,False,False
2018-11-26,2018,24,YES,12.12,24,YES,15.85,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,NO,False,False,False
2018-11-27,2018,24,YES,12.11,24,YES,15.84,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,NO,False,False,False
2018-11-28,2018,24,YES,12.1,24,YES,15.84,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,NO,False,False,False
2018-11-29,2018,24,YES,12.09,24,YES,15.84,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,NO,False,False,False
2018-11-30,2018,24,YES,12.09,24,YES,15.84,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,NO,False,False,False
2018-12-01,2018,24,YES,12.09,24,YES,15.84,24,YES,2.0,24,YES,5.0,0,NO,,24,YES,0.0,24,YES,1.0,NO,False,False,False
2018-12-02,2018,24,YES,12.1,24,YES,15.85,24,YES,1.0,24,YES,0.0,0,NO,,24,YES,1.0,24,YES,1.0,NO,False,False,False
2018-12-03,2018,24,YES,12.08,24,YES,15.85,24,YES,2.0,24,YES,8.0,0,NO,,24,YES,2.0,24,YES,0.0,NO,False,False,False
2018-12-04,2018,24,YES,12.39,24,YES,15.86,24,YES,2.0,24,YES,21.0,0,NO,,24,YES,15.0,24,YES,4.0,NO,False,False,False
2018-12-05,2018,24,YES,12.36,24,YES,15.86,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,NO,False,False,False
2018-12-06,2018,24,YES,12.15,24,YES,15.86,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,NO,False,False,False
2018-12-07,2018,24,YES,12.1,24,YES,15.86,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,NO,False,False,False
2018-12-08,2018,24,YES,12.11,24,YES,15.85,24,YES,2.0,24,YES,2.0,0,NO,,24,YES,0.0,24,YES,1.0,NO,False,False,False
2018-12-09,2018,24,YES,12.11,24,YES,15.85,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,NO,False,False,False
2018-12-10,2018,24,YES,12.09,24,YES,15.84,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,NO,False,False,False
2018-12-11,2018,24,YES,12.07,24,YES,15.84,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,NO,False,False,False
2018-12-12,2018,24,YES,12.06,24,YES,15.84,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,NO,False,False,False
2018-12-13,2018,24,YES,12.51,24,YES,15.84,24,YES,12.0,24,YES,21.0,0,NO,,24,YES,39.0,24,YES,15.0,NO,False,False,False
2018-12-14,2018,24,YES,12.54,24,YES,15.84,24,YES,24.0,24,YES,47.0,0,NO,,24,YES,15.0,24,YES,21.0,NO,False,False,False
2018-12-15,2018,24,YES,12.42,24,YES,15.84,24,YES,0.0,24,YES,1.0,0,NO,,24,YES,1.0,24,YES,0.0,NO,False,False,False
2018-12-16,2018,24,YES,12.4,24,YES,15.84,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,NO,False,False,False
2018-12-17,2018,24,YES,12.26,24,YES,15.84,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,NO,False,False,False
2018-12-18,2018,24,YES,12.19,24,YES,15.84,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,NO,False,False,False
2018-12-19,2018,24,YES,12.13,24,YES,15.84,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,NO,False,False,False
2018-12-20,2018,24,YES,12.12,24,YES,15.94,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,NO,False,False,False
2018-12-21,2018,24,YES,12.13,24,YES,15.84,24,YES,4.0,24,YES,7.0,0,NO,,24,YES,0.0,24,YES,2.0,NO,False,False,False
2018-12-22,2018,24,YES,21.16,24,YES,15.84,24,YES,7.0,24,YES,15.0,0,NO,,24,YES,13.0,24,YES,6.0,NO,False,False,False
2018-12-23,2018,23,NO,,23,NO,,24,YES,70.0,24,YES,101.0,0,NO,,24,YES,71.0,24,YES,66.0,NO,False,False,False
2018-12-24,2018,24,YES,12.79,24,YES,16.032,24,YES,12.0,24,YES,10.0,0,NO,,24,YES,18.0,24,YES,8.0,NO,False,False,False
2018-12-25,2018,10,NO,,24,YES,15.96,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,NO,False,False,False
2018-12-26,2018,23,NO,,24,YES,15.9,24,YES,2.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,1.0,NO,False,False,False
2018-12-27,2018,24,YES,11.99,24,YES,15.87,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,NO,False,False,False
2018-12-28,2018,24,YES,12.56,24,YES,15.85,24,YES,24.0,24,YES,45.0,0,NO,,24,YES,17.0,24,YES,21.0,NO,False,False,False
2018-12-29,2018,24,YES,12.78,24,YES,15.86,24,YES,2.0,24,YES,6.0,0,NO,,24,YES,1.0,24,YES,6.0,NO,False,False,False
2018-12-30,2018,24,YES,12.15,24,YES,15.86,24,YES,8.0,24,YES,13.0,0,NO,,24,YES,3.0,24,YES,7.0,NO,False,False,False
2018-12-31,2018,0,NO,,0,NO,,0,NO,,0,NO,,0,NO,,0,NO,,0,NO,,NO,False,False,False
2019-01-01,2019,24,YES,12.4,24,YES,15.88,24,YES,4.0,24,YES,8.0,24,YES,2.0,24,YES,0.0,24,YES,2.0,YES,False,False,False
2019-01-02,2019,24,YES,12.22,24,YES,15.87,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,False,False
2019-01-03,2019,24,YES,12.14,24,YES,15.86,24,YES,0.0,24,YES,4.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,False
2019-01-04,2019,24,YES,12.09,24,YES,15.86,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-01-05,2019,24,YES,12.06,24,YES,15.85,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-01-06,2019,24,YES,12.06,24,YES,15.84,24,YES,0.0,24,YES,2.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-01-07,2019,24,YES,12.26,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-01-08,2019,24,YES,12.25,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-01-09,2019,24,YES,12.22,24,YES,15.84,24,YES,0.0,24,YES,1.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-01-10,2019,24,YES,12.2,24,YES,15.84,24,YES,0.0,24,YES,1.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-01-11,2019,24,YES,12.17,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-01-12,2019,24,YES,12.16,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-01-13,2019,24,YES,12.14,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-01-14,2019,24,YES,12.13,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-01-15,2019,24,YES,12.1,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-01-16,2019,24,YES,12.08,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-01-17,2019,24,YES,12.08,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-01-18,2019,24,YES,12.07,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-01-19,2019,24,YES,12.063,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-01-20,2019,24,YES,12.06,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-01-21,2019,24,YES,12.05,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-01-22,2019,24,YES,12.03,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-01-23,2019,24,YES,12.03,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-01-24,2019,24,YES,12.03,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-01-25,2019,24,YES,12.02,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-01-26,2019,24,YES,12.0,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-01-27,2019,24,YES,12.0,24,YES,15.84,24,YES,0.0,24,YES,2.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-01-28,2019,24,YES,12.0,24,YES,15.84,24,YES,0.0,24,YES,2.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-01-29,2019,24,YES,12.0,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-01-30,2019,24,YES,12.0,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-01-31,2019,24,YES,12.0,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-02-01,2019,24,YES,12.0,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-02-02,2019,24,YES,12.0,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-02-03,2019,24,YES,12.0,23,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2019-02-04,2019,24,YES,12.0,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,False,False,False
2019-02-05,2019,24,YES,11.99,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,False,False
2019-02-06,2019,24,YES,11.99,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,False
2019-02-07,2019,24,YES,11.99,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-02-08,2019,24,YES,11.99,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-02-09,2019,24,YES,11.99,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-02-10,2019,24,YES,11.99,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-02-11,2019,24,YES,11.99,23,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2019-02-12,2019,24,YES,11.99,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,False,False,False
2019-02-13,2019,24,YES,11.99,24,YES,15.84,24,YES,0.0,24,YES,5.0,24,YES,0.0,24,YES,3.0,24,YES,0.0,YES,True,False,False
2019-02-14,2019,23,NO,,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2019-02-15,2019,24,YES,11.99,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,False,False,False
2019-02-16,2019,24,YES,11.98,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,False,False
2019-02-17,2019,24,YES,11.98,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,False
2019-02-18,2019,24,YES,11.98,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-02-19,2019,24,YES,11.98,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-02-20,2019,24,YES,11.98,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-02-21,2019,24,YES,11.98,24,YES,15.94,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-02-22,2019,24,YES,11.98,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-02-23,2019,24,YES,11.98,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-02-24,2019,24,YES,11.98,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-02-25,2019,24,YES,11.98,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-02-26,2019,24,YES,11.98,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-02-27,2019,24,YES,11.98,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-02-28,2019,24,YES,11.98,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-03-01,2019,24,YES,11.98,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-03-02,2019,24,YES,11.98,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-03-03,2019,24,YES,11.98,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-03-04,2019,24,YES,11.98,24,YES,15.89,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-03-05,2019,24,YES,11.98,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-03-06,2019,24,YES,11.98,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-03-07,2019,24,YES,11.98,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-03-08,2019,24,YES,11.98,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-03-09,2019,24,YES,11.98,24,YES,15.984,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-03-10,2019,24,YES,11.98,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-03-11,2019,24,YES,11.97,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-03-12,2019,24,YES,11.97,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-03-13,2019,24,YES,11.97,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-03-14,2019,23,NO,,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2019-03-15,2019,24,YES,11.97,24,YES,15.84,24,YES,2.0,24,YES,5.0,24,YES,0.0,24,YES,1.0,24,YES,11.0,YES,False,False,False
2019-03-16,2019,24,YES,11.97,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,False,False
2019-03-17,2019,24,YES,11.97,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,False
2019-03-18,2019,24,YES,11.97,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-03-19,2019,24,YES,11.97,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-03-20,2019,24,YES,11.97,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-03-21,2019,24,YES,11.97,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-03-22,2019,24,YES,11.97,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-03-23,2019,24,YES,11.97,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-03-24,2019,24,YES,11.97,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-03-25,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-03-26,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-03-27,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-03-28,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-03-29,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-03-30,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-03-31,2019,24,YES,11.97,24,YES,15.93,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-04-01,2019,0,NO,,0,NO,,0,NO,,0,NO,,0,NO,,0,NO,,0,NO,,NO,False,False,False
2019-04-02,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,False,False,False
2019-04-03,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,False,False
2019-04-04,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,False
2019-04-05,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-04-06,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-04-07,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-04-08,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-04-09,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-04-10,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-04-11,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-04-12,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-04-13,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-04-14,2019,24,YES,11.97,24,YES,15.873,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-04-15,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-04-16,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-04-17,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-04-18,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-04-19,2019,24,YES,12.01,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-04-20,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-04-21,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-04-22,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-04-23,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-04-24,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-04-25,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-04-26,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,14.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-04-27,2019,24,YES,11.97,24,YES,15.86,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-04-28,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-04-29,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-04-30,2019,24,YES,11.97,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-05-01,2019,24,YES,11.97,24,YES,15.83,24,YES,1.0,24,YES,0.0,24,YES,2.0,24,YES,0.0,24,YES,1.0,YES,True,True,True
2019-05-02,2019,24,YES,12.01,24,YES,16.08,24,YES,16.0,24,YES,0.0,24,YES,3.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-05-03,2019,24,YES,12.01,24,YES,15.84,24,YES,2.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-05-04,2019,24,YES,11.97,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-05-05,2019,24,YES,11.97,24,YES,15.84,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True
2019-05-06,2019,24,YES,11.97,24,YES,15.84,24,YES,9.0,24,YES,0.0,24,YES,8.0,24,YES,0.0,24,YES,5.0,YES,True,True,True
