Date,Year,Sto_Nino_WL_Valid_Hours,Sto_Nino_WL_24h_Pass,Sto_Nino_WL_DailyMax,Nangka_WL_Valid_Hours,Nangka_WL_24h_Pass,Nangka_WL_DailyMax,BosoBoso_Rain_Valid_Hours,BosoBoso_Rain_24h_Pass,BosoBoso_Rain_DailySum,Campana_Rain_Valid_Hours,Campana_Rain_24h_Pass,Campana_Rain_DailySum,Nangka_Rain_Valid_Hours,Nangka_Rain_24h_Pass,Nangka_Rain_DailySum,Oro_Rain_Valid_Hours,Oro_Rain_24h_Pass,Oro_Rain_DailySum,Aries_Rain_Valid_Hours,Aries_Rain_24h_Pass,Aries_Rain_DailySum,All7_Common_24h_Pass,Exact_t1_Eligible,Exact_t2_Eligible,Exact_t3_Eligible,PAGASA_SG_RH,Target_Y,Sto_Nino_DailyMaxWL_t_1,Sto_Nino_DailyMaxWL_t_2,Sto_Nino_DailyMaxWL_t_3,Nangka_DailyMaxWL_t_1,Nangka_DailyMaxWL_t_2,Nangka_DailyMaxWL_t_3,Mt_BosoBoso_Rain_t_1,Mt_BosoBoso_Rain_t_2,Mt_BosoBoso_Rain_t_3,Mt_Campana_Rain_t_1,Mt_Campana_Rain_t_2,Mt_Campana_Rain_t_3,Nangka_Rain_t_1,Nangka_Rain_t_2,Nangka_Rain_t_3,Mt_Oro_Rain_t_1,Mt_Oro_Rain_t_2,Mt_Oro_Rain_t_3,Mt_Aries_Rain_t_1,Mt_Aries_Rain_t_2,Mt_Aries_Rain_t_3,PAGASA_SG_RH_t_1,PAGASA_SG_RH_t_2,PAGASA_SG_RH_t_3,Mt_BosoBoso_Rain_2Day,Mt_BosoBoso_Rain_3Day,Mt_Campana_Rain_2Day,Mt_Campana_Rain_3Day,Nangka_Rain_2Day,Nangka_Rain_3Day,Mt_Oro_Rain_2Day,Mt_Oro_Rain_3Day,Mt_Aries_Rain_2Day,Mt_Aries_Rain_3Day
2017-06-10,2017,24,YES,11.88,24,YES,16.02,24,YES,5.0,24,YES,4.0,24,YES,6.0,24,YES,4.0,24,YES,4.0,YES,True,True,True,89.0,11.88,11.89,11.99,13.11,15.99,16.03,16.41,27.0,0.0,21.0,39.0,0.0,14.0,20.0,0.0,70.0,17.0,0.0,39.0,24.0,0.0,30.0,84.0,63.0,82.0,27.0,48.0,39.0,53.0,20.0,90.0,17.0,56.0,24.0,54.0
2017-06-11,2017,24,YES,11.88,24,YES,15.97,24,YES,0.0,24,YES,0.0,24,YES,4.0,24,YES,2.0,24,YES,2.0,YES,True,True,True,84.0,11.88,11.88,11.89,11.99,16.02,15.99,16.03,5.0,27.0,0.0,4.0,39.0,0.0,6.0,20.0,0.0,4.0,17.0,0.0,4.0,24.0,0.0,89.0,84.0,63.0,32.0,32.0,43.0,43.0,26.0,26.0,21.0,21.0,28.0,28.0
2017-06-12,2017,24,YES,11.88,24,YES,15.99,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,68.0,11.88,11.88,11.88,11.89,15.97,16.02,15.99,0.0,5.0,27.0,0.0,4.0,39.0,4.0,6.0,20.0,2.0,4.0,17.0,2.0,4.0,24.0,84.0,89.0,84.0,5.0,32.0,4.0,43.0,10.0,30.0,6.0,23.0,6.0,30.0
2017-06-13,2017,24,YES,11.88,24,YES,16.02,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,63.0,11.88,11.88,11.88,11.88,15.99,15.97,16.02,0.0,0.0,5.0,0.0,0.0,4.0,0.0,4.0,6.0,0.0,2.0,4.0,0.0,2.0,4.0,68.0,84.0,89.0,0.0,5.0,0.0,4.0,4.0,10.0,2.0,6.0,2.0,6.0
2017-06-14,2017,24,YES,11.88,24,YES,15.96,24,YES,47.0,24,YES,14.0,24,YES,2.0,24,YES,14.0,24,YES,13.0,YES,True,True,True,74.0,11.88,11.88,11.88,11.88,16.02,15.99,15.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,63.0,68.0,84.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0
2017-06-15,2017,24,YES,13.03,24,YES,17.33,24,YES,26.0,24,YES,0.0,24,YES,33.0,24,YES,6.0,24,YES,26.0,YES,True,True,True,72.0,13.03,11.88,11.88,11.88,15.96,16.02,15.99,47.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,14.0,0.0,0.0,13.0,0.0,0.0,74.0,63.0,68.0,47.0,47.0,14.0,14.0,2.0,2.0,14.0,14.0,13.0,13.0
2017-06-16,2017,24,YES,11.9,24,YES,15.99,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,71.0,11.9,13.03,11.88,11.88,17.33,15.96,16.02,26.0,47.0,0.0,0.0,14.0,0.0,33.0,2.0,0.0,6.0,14.0,0.0,26.0,13.0,0.0,72.0,74.0,63.0,73.0,73.0,14.0,14.0,35.0,35.0,20.0,20.0,39.0,39.0
2017-06-17,2017,24,YES,11.9,24,YES,15.92,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,79.0,11.9,11.9,13.03,11.88,15.99,17.33,15.96,0.0,26.0,47.0,0.0,0.0,14.0,0.0,33.0,2.0,0.0,6.0,14.0,0.0,26.0,13.0,71.0,72.0,74.0,26.0,73.0,0.0,14.0,33.0,35.0,6.0,20.0,26.0,39.0
2017-06-18,2017,24,YES,11.9,24,YES,15.9,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,68.0,11.9,11.9,11.9,13.03,15.92,15.99,17.33,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,6.0,0.0,0.0,26.0,79.0,71.0,72.0,0.0,26.0,0.0,0.0,0.0,33.0,0.0,6.0,0.0,26.0
2017-06-19,2017,24,YES,12.07,24,YES,15.9,24,YES,0.0,24,YES,0.0,24,YES,4.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,74.0,12.07,11.9,11.9,11.9,15.9,15.92,15.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,79.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-20,2017,24,YES,13.53,24,YES,16.66,24,YES,3.0,24,YES,12.0,24,YES,62.0,24,YES,40.0,24,YES,6.0,YES,True,True,True,72.0,13.53,12.07,11.9,11.9,15.9,15.9,15.92,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,68.0,79.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
2017-06-21,2017,24,YES,11.85,24,YES,16.01,24,YES,0.0,24,YES,1.0,24,YES,5.0,24,YES,1.0,24,YES,0.0,YES,True,True,True,77.0,11.85,13.53,12.07,11.9,16.66,15.9,15.9,3.0,0.0,0.0,12.0,0.0,0.0,62.0,4.0,0.0,40.0,0.0,0.0,6.0,0.0,0.0,72.0,74.0,68.0,3.0,3.0,12.0,12.0,66.0,66.0,40.0,40.0,6.0,6.0
2017-06-22,2017,24,YES,11.84,24,YES,15.9,24,YES,4.0,24,YES,18.0,24,YES,2.0,24,YES,25.0,24,YES,6.0,YES,True,True,True,80.0,11.84,11.85,13.53,12.07,16.01,16.66,15.9,0.0,3.0,0.0,1.0,12.0,0.0,5.0,62.0,4.0,1.0,40.0,0.0,0.0,6.0,0.0,77.0,72.0,74.0,3.0,3.0,13.0,13.0,67.0,71.0,41.0,41.0,6.0,6.0
2017-06-23,2017,24,YES,12.08,24,YES,15.95,24,YES,0.0,24,YES,0.0,24,YES,18.0,24,YES,3.0,24,YES,0.0,YES,True,True,True,78.0,12.08,11.84,11.85,13.53,15.9,16.01,16.66,4.0,0.0,3.0,18.0,1.0,12.0,2.0,5.0,62.0,25.0,1.0,40.0,6.0,0.0,6.0,80.0,77.0,72.0,4.0,7.0,19.0,31.0,7.0,69.0,26.0,66.0,6.0,12.0
2017-06-24,2017,24,YES,11.84,24,YES,15.79,24,YES,4.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,68.0,11.84,12.08,11.84,11.85,15.95,15.9,16.01,0.0,4.0,0.0,0.0,18.0,1.0,18.0,2.0,5.0,3.0,25.0,1.0,0.0,6.0,0.0,78.0,80.0,77.0,4.0,4.0,18.0,19.0,20.0,25.0,28.0,29.0,6.0,6.0
2017-06-25,2017,24,YES,11.92,24,YES,15.79,24,YES,0.0,24,YES,0.0,24,YES,11.0,24,YES,53.0,24,YES,0.0,YES,True,True,True,73.0,11.92,11.84,12.08,11.84,15.79,15.95,15.9,4.0,0.0,4.0,0.0,0.0,18.0,0.0,18.0,2.0,0.0,3.0,25.0,0.0,0.0,6.0,68.0,78.0,80.0,4.0,8.0,0.0,18.0,18.0,20.0,3.0,28.0,0.0,6.0
2017-06-26,2017,24,YES,12.09,24,YES,15.79,24,YES,1.0,24,YES,0.0,24,YES,0.0,24,YES,1.0,24,YES,1.0,YES,True,True,True,79.0,12.09,11.92,11.84,12.08,15.79,15.79,15.95,0.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,18.0,53.0,0.0,3.0,0.0,0.0,0.0,73.0,68.0,78.0,4.0,4.0,0.0,0.0,11.0,29.0,53.0,56.0,0.0,0.0
2017-06-27,2017,24,YES,12.16,24,YES,15.79,24,YES,2.0,24,YES,0.0,24,YES,25.0,24,YES,6.0,24,YES,5.0,YES,True,True,True,84.0,12.16,12.09,11.92,11.84,15.79,15.79,15.79,1.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,53.0,0.0,1.0,0.0,0.0,79.0,73.0,68.0,1.0,5.0,0.0,0.0,11.0,11.0,54.0,54.0,1.0,1.0
2017-06-28,2017,24,YES,11.84,24,YES,15.79,24,YES,10.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,84.0,11.84,12.16,12.09,11.92,15.79,15.79,15.79,2.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,11.0,6.0,1.0,53.0,5.0,1.0,0.0,84.0,79.0,73.0,3.0,3.0,0.0,0.0,25.0,36.0,7.0,60.0,6.0,6.0
2017-06-29,2017,24,YES,11.847,24,YES,15.79,24,YES,2.0,24,YES,62.0,24,YES,0.0,24,YES,2.0,24,YES,0.0,YES,True,True,True,70.0,11.847,11.84,12.16,12.09,15.79,15.79,15.79,10.0,2.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,6.0,1.0,0.0,5.0,1.0,84.0,84.0,79.0,12.0,13.0,0.0,0.0,25.0,25.0,6.0,7.0,5.0,6.0
2017-06-30,2017,24,YES,12.87,24,YES,16.11,24,YES,1.0,24,YES,0.0,24,YES,47.0,24,YES,3.0,24,YES,5.0,YES,True,True,True,76.0,12.87,11.847,11.84,12.16,15.79,15.79,15.79,2.0,10.0,2.0,62.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,6.0,0.0,0.0,5.0,70.0,84.0,84.0,12.0,14.0,62.0,62.0,0.0,25.0,2.0,8.0,0.0,5.0
2017-07-01,2017,24,YES,13.03,24,YES,16.04,24,YES,3.0,24,YES,12.0,24,YES,47.0,24,YES,6.0,24,YES,6.0,YES,True,True,True,77.0,13.03,12.87,11.847,11.84,16.11,15.79,15.79,1.0,2.0,10.0,0.0,62.0,0.0,47.0,0.0,0.0,3.0,2.0,0.0,5.0,0.0,0.0,76.0,70.0,84.0,3.0,13.0,62.0,62.0,47.0,47.0,5.0,5.0,5.0,5.0
2017-07-02,2017,24,YES,12.81,24,YES,16.25,24,YES,41.0,24,YES,16.0,24,YES,25.0,24,YES,5.0,24,YES,16.0,YES,True,True,True,81.0,12.81,13.03,12.87,11.847,16.04,16.11,15.79,3.0,1.0,2.0,12.0,0.0,62.0,47.0,47.0,0.0,6.0,3.0,2.0,6.0,5.0,0.0,77.0,76.0,70.0,4.0,6.0,12.0,74.0,94.0,94.0,9.0,11.0,11.0,11.0
2017-07-03,2017,24,YES,12.05,24,YES,15.78,24,YES,4.0,24,YES,1.0,24,YES,6.0,24,YES,2.0,24,YES,5.0,YES,True,True,True,84.0,12.05,12.81,13.03,12.87,16.25,16.04,16.11,41.0,3.0,1.0,16.0,12.0,0.0,25.0,47.0,47.0,5.0,6.0,3.0,16.0,6.0,5.0,81.0,77.0,76.0,44.0,45.0,28.0,28.0,72.0,119.0,11.0,14.0,22.0,27.0
2017-07-04,2017,24,YES,11.85,24,YES,15.78,24,YES,1.0,24,YES,0.0,24,YES,1.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,82.0,11.85,12.05,12.81,13.03,15.78,16.25,16.04,4.0,41.0,3.0,1.0,16.0,12.0,6.0,25.0,47.0,2.0,5.0,6.0,5.0,16.0,6.0,84.0,81.0,77.0,45.0,48.0,17.0,29.0,31.0,78.0,7.0,13.0,21.0,27.0
2017-07-05,2017,24,YES,11.91,24,YES,15.78,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,12.0,24,YES,0.0,YES,True,True,True,79.0,11.91,11.85,12.05,12.81,15.78,15.78,16.25,1.0,4.0,41.0,0.0,1.0,16.0,1.0,6.0,25.0,0.0,2.0,5.0,0.0,5.0,16.0,82.0,84.0,81.0,5.0,46.0,1.0,17.0,7.0,32.0,2.0,7.0,5.0,21.0
2017-07-06,2017,24,YES,11.91,24,YES,15.78,24,YES,0.0,24,YES,0.0,24,YES,4.0,24,YES,1.0,24,YES,0.0,YES,True,True,True,73.0,11.91,11.91,11.85,12.05,15.78,15.78,15.78,0.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,6.0,12.0,0.0,2.0,0.0,0.0,5.0,79.0,82.0,84.0,1.0,5.0,0.0,1.0,1.0,7.0,12.0,14.0,0.0,5.0
2017-07-07,2017,24,YES,11.85,24,YES,15.78,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,71.0,11.85,11.91,11.91,11.85,15.78,15.78,15.78,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,73.0,79.0,82.0,0.0,1.0,0.0,0.0,4.0,5.0,13.0,13.0,0.0,0.0
2017-07-08,2017,24,YES,11.85,24,YES,15.78,24,YES,0.0,24,YES,1.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,79.0,11.85,11.85,11.91,11.91,15.78,15.78,15.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,71.0,73.0,79.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,13.0,0.0,0.0
2017-07-09,2017,24,YES,11.88,24,YES,15.78,24,YES,1.0,24,YES,2.0,24,YES,0.0,24,YES,0.0,24,YES,9.0,YES,True,True,True,83.0,11.88,11.85,11.85,11.91,15.78,15.78,15.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,79.0,71.0,73.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0
2017-07-10,2017,24,YES,11.85,24,YES,15.78,24,YES,1.0,24,YES,1.0,24,YES,2.0,24,YES,1.0,24,YES,2.0,YES,True,True,True,80.0,11.85,11.88,11.85,11.85,15.78,15.78,15.78,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,83.0,79.0,71.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,9.0,9.0
2017-07-11,2017,24,YES,12.06,24,YES,16.14,24,YES,12.0,24,YES,1.0,24,YES,31.0,24,YES,31.0,24,YES,19.0,YES,True,True,True,76.0,12.06,11.85,11.88,11.85,15.78,15.78,15.78,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,9.0,0.0,80.0,83.0,79.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,11.0,11.0
2017-07-12,2017,24,YES,11.85,24,YES,15.79,24,YES,1.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,1.0,YES,True,True,True,80.0,11.85,12.06,11.85,11.88,16.14,15.78,15.78,12.0,1.0,1.0,1.0,1.0,2.0,31.0,2.0,0.0,31.0,1.0,0.0,19.0,2.0,9.0,76.0,80.0,83.0,13.0,14.0,2.0,4.0,33.0,33.0,32.0,32.0,21.0,30.0
2017-07-13,2017,24,YES,13.54,24,YES,16.34,24,YES,26.0,24,YES,0.0,24,YES,73.0,24,YES,35.0,24,YES,24.0,YES,True,True,True,84.0,13.54,11.85,12.06,11.85,15.79,16.14,15.78,1.0,12.0,1.0,0.0,1.0,1.0,0.0,31.0,2.0,0.0,31.0,1.0,1.0,19.0,2.0,80.0,76.0,80.0,13.0,14.0,1.0,2.0,31.0,33.0,31.0,32.0,20.0,22.0
2017-07-14,2017,24,YES,12.39,24,YES,16.0,24,YES,4.0,24,YES,0.0,24,YES,16.0,24,YES,6.0,24,YES,8.0,YES,True,True,True,78.0,12.39,13.54,11.85,12.06,16.34,15.79,16.14,26.0,1.0,12.0,0.0,0.0,1.0,73.0,0.0,31.0,35.0,0.0,31.0,24.0,1.0,19.0,84.0,80.0,76.0,27.0,39.0,0.0,1.0,73.0,104.0,35.0,66.0,25.0,44.0
2017-07-15,2017,24,YES,11.85,24,YES,15.79,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,18.0,24,YES,1.0,YES,True,True,True,81.0,11.85,12.39,13.54,11.85,16.0,16.34,15.79,4.0,26.0,1.0,0.0,0.0,0.0,16.0,73.0,0.0,6.0,35.0,0.0,8.0,24.0,1.0,78.0,84.0,80.0,30.0,31.0,0.0,0.0,89.0,89.0,41.0,41.0,32.0,33.0
2017-07-16,2017,24,YES,11.85,24,YES,15.79,24,YES,2.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,76.0,11.85,11.85,12.39,13.54,15.79,16.0,16.34,0.0,4.0,26.0,0.0,0.0,0.0,0.0,16.0,73.0,18.0,6.0,35.0,1.0,8.0,24.0,81.0,78.0,84.0,4.0,30.0,0.0,0.0,16.0,89.0,24.0,59.0,9.0,33.0
2017-07-17,2017,24,YES,11.85,23,NO,,24,YES,0.0,24,YES,0.0,24,YES,1.0,24,YES,0.0,24,YES,0.0,NO,False,False,False,68.0,11.85,11.85,11.85,12.39,15.79,15.79,16.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,18.0,6.0,0.0,1.0,8.0,76.0,81.0,78.0,2.0,6.0,0.0,0.0,0.0,16.0,18.0,24.0,1.0,9.0
2017-07-18,2017,24,YES,12.01,24,YES,15.79,24,YES,5.0,24,YES,0.0,24,YES,2.0,24,YES,2.0,24,YES,3.0,YES,False,False,False,73.0,12.01,11.85,11.85,11.85,,15.79,15.79,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,68.0,76.0,81.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,1.0
2017-07-19,2017,24,YES,12.11,24,YES,15.79,24,YES,8.0,24,YES,2.0,24,YES,8.0,24,YES,12.0,24,YES,10.0,YES,True,False,False,77.0,12.11,12.01,11.85,11.85,15.79,,15.79,5.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,73.0,68.0,76.0,5.0,7.0,0.0,0.0,3.0,3.0,2.0,2.0,3.0,3.0
2017-07-20,2017,24,YES,12.28,24,YES,15.79,24,YES,1.0,24,YES,0.0,24,YES,2.0,24,YES,6.0,24,YES,5.0,YES,True,True,False,85.0,12.28,12.11,12.01,11.85,15.79,15.79,,8.0,5.0,0.0,2.0,0.0,0.0,8.0,2.0,1.0,12.0,2.0,0.0,10.0,3.0,0.0,77.0,73.0,68.0,13.0,13.0,2.0,2.0,10.0,11.0,14.0,14.0,13.0,13.0
2017-07-21,2017,24,YES,12.44,24,YES,15.79,24,YES,38.0,24,YES,15.0,24,YES,6.0,24,YES,16.0,24,YES,26.0,YES,True,True,True,78.0,12.44,12.28,12.11,12.01,15.79,15.79,15.79,1.0,8.0,5.0,0.0,2.0,0.0,2.0,8.0,2.0,6.0,12.0,2.0,5.0,10.0,3.0,85.0,77.0,73.0,9.0,14.0,2.0,2.0,10.0,12.0,18.0,20.0,15.0,18.0
2017-07-22,2017,24,YES,13.34,24,YES,15.95,24,YES,5.0,24,YES,0.0,24,YES,39.0,24,YES,6.0,24,YES,28.0,YES,True,True,True,79.0,13.34,12.44,12.28,12.11,15.79,15.79,15.79,38.0,1.0,8.0,15.0,0.0,2.0,6.0,2.0,8.0,16.0,6.0,12.0,26.0,5.0,10.0,78.0,85.0,77.0,39.0,47.0,15.0,17.0,8.0,16.0,22.0,34.0,31.0,41.0
2017-07-23,2017,24,YES,13.0,24,YES,15.79,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,1.0,YES,True,True,True,78.0,13.0,13.34,12.44,12.28,15.95,15.79,15.79,5.0,38.0,1.0,0.0,15.0,0.0,39.0,6.0,2.0,6.0,16.0,6.0,28.0,26.0,5.0,79.0,78.0,85.0,43.0,44.0,15.0,15.0,45.0,47.0,22.0,28.0,54.0,59.0
2017-07-24,2017,24,YES,13.61,24,YES,16.21,24,YES,67.0,24,YES,30.0,24,YES,7.0,24,YES,18.0,24,YES,25.0,YES,True,True,True,83.0,13.61,13.0,13.34,12.44,15.79,15.95,15.79,0.0,5.0,38.0,0.0,0.0,15.0,0.0,39.0,6.0,0.0,6.0,16.0,1.0,28.0,26.0,78.0,79.0,78.0,5.0,43.0,0.0,15.0,39.0,45.0,6.0,22.0,29.0,55.0
2017-07-25,2017,24,YES,13.55,24,YES,16.05,24,YES,22.0,24,YES,0.0,24,YES,42.0,24,YES,39.0,24,YES,28.0,YES,True,True,True,76.0,13.55,13.61,13.0,13.34,16.21,15.79,15.95,67.0,0.0,5.0,30.0,0.0,0.0,7.0,0.0,39.0,18.0,0.0,6.0,25.0,1.0,28.0,83.0,78.0,79.0,67.0,72.0,30.0,30.0,7.0,46.0,18.0,24.0,26.0,54.0
2017-07-26,2017,24,YES,13.87,24,YES,17.05,24,YES,50.0,24,YES,3.0,24,YES,58.0,24,YES,78.0,24,YES,56.0,YES,True,True,True,93.0,13.87,13.55,13.61,13.0,16.05,16.21,15.79,22.0,67.0,0.0,0.0,30.0,0.0,42.0,7.0,0.0,39.0,18.0,0.0,28.0,25.0,1.0,76.0,83.0,78.0,89.0,89.0,30.0,30.0,49.0,49.0,57.0,57.0,53.0,54.0
2017-07-27,2017,24,YES,14.93,24,YES,18.13,24,YES,41.0,24,YES,4.0,24,YES,107.0,24,YES,140.0,24,YES,62.0,YES,True,True,True,91.0,14.93,13.87,13.55,13.61,17.05,16.05,16.21,50.0,22.0,67.0,3.0,0.0,30.0,58.0,42.0,7.0,78.0,39.0,18.0,56.0,28.0,25.0,93.0,76.0,83.0,72.0,139.0,3.0,33.0,100.0,107.0,117.0,135.0,84.0,109.0
2017-07-28,2017,24,YES,14.89,24,YES,18.07,24,YES,33.0,24,YES,6.0,24,YES,38.0,24,YES,57.0,24,YES,24.0,YES,True,True,True,84.0,14.89,14.93,13.87,13.55,18.13,17.05,16.05,41.0,50.0,22.0,4.0,3.0,0.0,107.0,58.0,42.0,140.0,78.0,39.0,62.0,56.0,28.0,91.0,93.0,76.0,91.0,113.0,7.0,7.0,165.0,207.0,218.0,257.0,118.0,146.0
2017-07-29,2017,24,YES,14.29,24,YES,17.3,24,YES,2.0,24,YES,7.0,24,YES,3.0,24,YES,13.0,24,YES,6.0,YES,True,True,True,74.0,14.29,14.89,14.93,13.87,18.07,18.13,17.05,33.0,41.0,50.0,6.0,4.0,3.0,38.0,107.0,58.0,57.0,140.0,78.0,24.0,62.0,56.0,84.0,91.0,93.0,74.0,124.0,10.0,13.0,145.0,203.0,197.0,275.0,86.0,142.0
2017-07-30,2017,24,YES,12.87,24,YES,15.97,24,YES,3.0,24,YES,15.0,24,YES,3.0,24,YES,4.0,24,YES,3.0,YES,True,True,True,79.0,12.87,14.29,14.89,14.93,17.3,18.07,18.13,2.0,33.0,41.0,7.0,6.0,4.0,3.0,38.0,107.0,13.0,57.0,140.0,6.0,24.0,62.0,74.0,84.0,91.0,35.0,76.0,13.0,17.0,41.0,148.0,70.0,210.0,30.0,92.0
2017-07-31,2017,24,YES,14.2,24,YES,17.41,24,YES,9.0,24,YES,18.0,24,YES,6.0,24,YES,109.0,24,YES,10.0,YES,True,True,True,81.0,14.2,12.87,14.29,14.89,15.97,17.3,18.07,3.0,2.0,33.0,15.0,7.0,6.0,3.0,3.0,38.0,4.0,13.0,57.0,3.0,6.0,24.0,79.0,74.0,84.0,5.0,38.0,22.0,28.0,6.0,44.0,17.0,74.0,9.0,33.0
2017-08-01,2017,24,YES,14.2,24,YES,17.29,24,YES,57.0,24,YES,87.0,24,YES,33.0,24,YES,24.0,24,YES,34.0,YES,True,True,True,83.0,14.2,14.2,12.87,14.29,17.41,15.97,17.3,9.0,3.0,2.0,18.0,15.0,7.0,6.0,3.0,3.0,109.0,4.0,13.0,10.0,3.0,6.0,81.0,79.0,74.0,12.0,14.0,33.0,40.0,9.0,12.0,113.0,126.0,13.0,19.0
2017-08-02,2017,24,YES,14.43,24,YES,17.57,24,YES,59.0,24,YES,33.0,24,YES,23.0,24,YES,8.0,24,YES,56.0,YES,True,True,True,89.0,14.43,14.2,14.2,12.87,17.29,17.41,15.97,57.0,9.0,3.0,87.0,18.0,15.0,33.0,6.0,3.0,24.0,109.0,4.0,34.0,10.0,3.0,83.0,81.0,79.0,66.0,69.0,105.0,120.0,39.0,42.0,133.0,137.0,44.0,47.0
2017-08-03,2017,24,YES,13.96,24,YES,16.95,24,YES,1.0,24,YES,0.0,24,YES,1.0,24,YES,19.0,24,YES,1.0,YES,True,True,True,83.0,13.96,14.43,14.2,14.2,17.57,17.29,17.41,59.0,57.0,9.0,33.0,87.0,18.0,23.0,33.0,6.0,8.0,24.0,109.0,56.0,34.0,10.0,89.0,83.0,81.0,116.0,125.0,120.0,138.0,56.0,62.0,32.0,141.0,90.0,100.0
2017-08-04,2017,24,YES,12.99,24,YES,16.05,24,YES,3.0,24,YES,2.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,79.0,12.99,13.96,14.43,14.2,16.95,17.57,17.29,1.0,59.0,57.0,0.0,33.0,87.0,1.0,23.0,33.0,19.0,8.0,24.0,1.0,56.0,34.0,83.0,89.0,83.0,60.0,117.0,33.0,120.0,24.0,57.0,27.0,51.0,57.0,91.0
2017-08-05,2017,24,YES,12.38,24,YES,15.85,24,YES,0.0,24,YES,3.0,24,YES,3.0,24,YES,9.0,24,YES,1.0,YES,True,True,True,76.0,12.38,12.99,13.96,14.43,16.05,16.95,17.57,3.0,1.0,59.0,2.0,0.0,33.0,0.0,1.0,23.0,0.0,19.0,8.0,0.0,1.0,56.0,79.0,83.0,89.0,4.0,63.0,2.0,35.0,1.0,24.0,19.0,27.0,1.0,57.0
