Date,WaterLevel
2019-06-27,15.859
2019-06-28,16.616
2019-06-29,16.092
2019-06-30,15.915
2019-07-01,16.015
2019-07-02,15.931
2019-07-03,15.864
2019-07-04,15.85
2019-07-05,15.85
2019-07-06,15.85
2019-07-07,15.862
2019-07-08,15.86
2019-07-09,15.85
2019-07-10,15.85
2019-07-11,15.85
2019-07-12,15.85
2019-07-13,15.85
2019-07-14,16.011
2019-07-15,15.853
2019-07-16,15.85
2019-07-17,15.85
2019-07-18,15.951
2019-07-19,15.864
2019-07-20,15.642
2019-07-21,15.854
2019-07-22,15.942
2019-07-23,15.907
2019-07-24,16.164
2019-07-25,15.924
2019-07-26,15.888
2019-07-27,15.939
2019-07-28,16.077
2019-07-29,16.018
2019-07-30,16.069
2019-07-31,15.957
2019-08-01,15.911
2019-08-02,16.779
2019-08-03,17.058
2019-08-04,16.578
2019-08-05,16.198
2019-08-06,16.095
2019-08-07,16.059
2019-08-08,16.696
2019-08-09,17.665
2019-08-10,16.674
2019-08-11,16.09
2019-08-12,15.982
2019-08-13,15.958
2019-08-14,15.895
2019-08-15,15.889
2019-08-16,15.869
2019-08-17,15.856
2019-08-18,15.85
2019-08-19,15.85
2019-08-20,15.97
2019-08-21,16.366
2019-08-22,16.091
2019-08-23,16.09
2019-08-24,16.143
2019-08-25,16.255
2019-08-26,16.037
2019-08-27,16.087
2019-08-28,15.964
2019-08-29,15.924
2019-08-30,15.95
2019-08-31,17.134
2019-09-01,16.289
2019-09-02,16.023
2019-09-03,16.036
2019-09-04,15.965
2019-09-05,15.928
2019-09-06,15.913
2019-09-07,15.897
2019-09-08,15.923
2019-09-09,15.946
2019-09-10,15.917
2019-09-11,15.938
2019-09-12,16.007
2019-09-13,15.94
2019-09-14,15.964
2019-09-15,16.279
2019-09-16,16.554
2019-09-17,16.139
2019-09-18,16.381
2019-09-19,16.457
2019-09-20,16.206
2019-09-21,16.092
2019-09-22,16.019
2019-09-23,15.961
2019-09-24,15.993
2019-09-25,15.98
2019-09-26,15.94
2019-09-27,15.9
2019-09-28,15.9
2019-09-29,15.903
2019-09-30,15.9
2019-10-01,15.854
2019-10-02,16.175
2019-10-03,15.814
2019-10-04,15.806
2019-10-05,15.806
2019-10-06,15.806
2019-10-07,15.806
2019-10-08,15.806
2019-10-09,15.806
2019-10-10,15.806
2019-10-11,15.806
2019-10-12,15.8
2019-10-13,15.8
2019-10-14,15.8
2019-10-15,15.8
2019-10-16,15.8
2019-10-17,15.8
2019-10-18,15.8
2019-10-19,15.8
2019-10-20,15.8
2019-10-21,15.8
2019-10-22,15.8
2019-10-23,15.8
2019-10-24,15.8
2019-10-25,15.8
2019-10-26,15.8
2019-10-27,15.8
2019-10-28,15.8
2019-10-29,15.8
2019-10-30,15.8
2019-10-31,15.8
2019-11-01,15.8
2019-11-02,15.804
2019-11-03,15.8
2019-11-04,15.8
2019-11-05,15.8
2019-11-06,15.87
2019-11-07,15.8
2019-11-08,15.803
2019-11-09,15.8
2019-11-10,15.775
2019-11-11,15.8
2019-11-12,15.8
2019-11-13,15.8
2019-11-14,15.8
2019-11-15,15.767
2019-11-16,15.8
2019-11-17,15.8
2019-11-18,15.8
2019-11-19,15.8
2019-11-20,15.8
2019-11-21,15.8
2019-11-22,15.8
2019-11-23,15.8
2019-11-24,15.8
2019-11-25,15.8
2019-11-26,15.8
2019-11-27,15.8
2019-11-28,15.8
2019-11-29,15.8
2019-11-30,15.8
2019-12-01,15.8
2019-12-02,15.8
2019-12-03,16.64
2019-12-04,15.804
2019-12-05,15.8
2019-12-06,15.801
2019-12-07,15.801
2019-12-08,15.8
2019-12-09,15.8
2019-12-10,15.8
2019-12-11,15.8
2019-12-12,15.8
2019-12-13,15.8
2019-12-14,15.8
2019-12-15,15.8
2019-12-16,15.8
2019-12-17,15.8
2019-12-18,15.8
2019-12-19,15.8
2019-12-20,15.8
2019-12-21,15.8
2019-12-22,15.8
2019-12-23,15.8
2019-12-24,15.8
2019-12-25,15.856
2019-12-26,15.8
2019-12-27,15.765
2019-12-28,15.8
2019-12-29,15.643
2019-12-30,11.192
2019-12-31,9.875
2020-01-01,15.8
2020-01-02,15.8
2020-01-03,15.77
2020-01-04,15.8
2020-01-05,15.8
2020-01-06,15.8
2020-01-07,15.8
2020-01-08,15.8
2020-01-09,15.8
2020-01-10,15.8
2020-01-11,15.8
2020-01-12,15.8
2020-01-13,15.8
2020-01-14,15.8
2020-01-15,15.8
2020-01-16,15.8
2020-01-17,15.8
2020-01-18,15.8
2020-01-19,15.8
2020-01-20,15.8
2020-01-21,15.8
2020-01-22,15.8
2020-01-23,5.267
2020-01-24,15.8
2020-01-25,15.8
2020-01-26,15.8
2020-01-27,15.8
2020-01-28,15.8
2020-01-29,15.8
2020-01-30,15.8
2020-01-31,15.8
2020-02-01,15.8
2020-02-02,15.8
2020-02-03,9.217
2020-02-04,15.8
2020-02-05,15.8
2020-02-06,15.8
2020-02-07,15.8
2020-02-08,15.8
2020-02-09,15.8
2020-02-10,15.8
2020-02-11,15.8
2020-02-12,15.8
2020-02-13,15.8
2020-02-14,15.8
2020-02-15,15.8
2020-02-16,15.8
2020-02-17,15.8
2020-02-18,15.8
2020-02-19,15.8
2020-02-20,15.8
2020-02-21,15.8
2020-02-22,15.77
2020-02-23,15.8
2020-02-24,15.8
2020-02-25,15.8
2020-02-26,15.8
2020-02-27,15.8
2020-02-28,15.8
2020-02-29,15.8
2020-03-01,15.8
2020-03-02,15.8
2020-03-03,15.8
2020-03-04,15.8
2020-03-05,15.8
2020-03-06,15.8
2020-03-07,15.8
2020-03-08,15.8
2020-03-09,15.8
2020-03-10,15.8
2020-03-11,15.8
2020-03-12,15.8
2020-03-13,14.483
2020-03-14,15.8
2020-03-15,15.8
2020-03-16,15.8
2020-03-17,15.8
2020-03-18,15.8
2020-03-19,15.8
2020-03-20,15.8
2020-03-21,15.8
2020-03-22,15.8
2020-03-23,5.925
2020-03-27,5.925
2020-03-28,5.925
2020-03-30,4.608
2020-04-02,5.925
2020-04-03,5.267
2020-04-08,5.263
2020-05-04,15.8
2020-05-05,5.925
2020-05-08,5.263
2020-05-09,5.921
2020-05-11,15.79
2020-05-12,3.29
2020-05-13,5.921
2020-05-14,15.79
2020-05-15,16.284
2020-05-16,15.819
2020-05-17,6.583
2020-05-22,5.925
2020-05-23,5.925
2020-05-25,5.925
2020-05-27,5.925
2020-05-28,2.633
2020-05-29,1.975
2020-05-30,11.192
2020-05-31,5.925
2020-06-02,1.317
2020-06-03,15.8
2020-06-04,15.8
2020-06-05,15.3
2020-06-06,15.8
2020-06-07,15.8
2020-06-08,15.8
2020-06-09,15.8
2020-06-10,15.8
2020-06-11,15.8
2020-06-12,15.8
2020-06-13,15.8
2020-06-14,15.8
2020-06-15,15.8
2020-06-16,15.8
2020-06-17,15.8
2020-06-18,15.8
2020-06-19,9.875
2020-06-20,15.706
2020-06-21,15.812
2020-06-22,15.8
2020-06-23,15.8
2020-06-24,15.8
2020-06-25,15.8
2020-06-26,16.642
2020-06-27,15.8
2020-06-28,15.803
2020-06-29,15.8
2020-06-30,15.8
2020-07-01,15.8
2020-07-02,15.8
2020-07-03,15.8
2020-07-04,15.845
2020-07-05,15.8
2020-07-06,15.8
2020-07-07,15.8
2020-07-08,15.8
2020-07-09,15.8
2020-07-10,15.8
2020-07-11,15.8
2020-07-12,15.808
2020-07-13,15.8
2020-07-14,15.8
2020-07-15,15.8
2020-07-16,15.8
2020-07-17,15.8
2020-07-18,15.8
2020-07-19,15.8
2020-07-20,15.592
2020-07-21,15.8
2020-07-22,15.8
2020-07-23,15.8
2020-07-24,15.8
2020-07-25,15.922
2020-07-26,15.8
2020-07-27,15.834
2020-07-28,15.8
2020-07-29,16.331
2020-07-30,10.718
2020-07-31,15.831
2020-08-01,15.862
2020-08-02,15.813
2020-08-03,15.81
2020-08-04,15.81
2020-08-05,15.81
2020-08-06,15.81
2020-08-07,15.812
2020-08-08,15.909
2020-08-09,15.758
2020-08-10,15.827
2020-08-11,15.812
2020-08-12,15.81
2020-08-13,15.81
2020-08-14,15.884
2020-08-15,15.819
2020-08-16,15.86
2020-08-17,15.82
2020-08-18,15.843
2020-08-19,15.724
2020-08-21,15.879
2020-08-22,15.847
2020-08-23,15.823
2020-08-24,15.83
2020-08-25,15.823
2020-08-26,15.82
2020-08-27,15.82
2020-08-28,11.206
2020-08-29,15.82
2020-08-30,15.82
2020-08-31,15.82
2020-09-01,15.82
2020-09-02,15.81
2020-09-03,15.81
2020-09-04,15.841
2020-09-05,15.82
2020-09-06,15.84
2020-09-07,16.09
2020-09-08,16.105
2020-09-09,16.09
2020-09-10,16.09
2020-09-11,15.899
2020-09-12,15.83
2020-09-13,15.83
2020-09-14,15.83
2020-09-15,15.83
2020-09-16,15.83
2020-09-17,15.826
2020-09-18,15.82
2020-09-19,15.884
2020-09-20,15.836
2020-09-21,15.836
2020-09-22,15.93
2020-09-23,16.288
2020-09-24,15.912
2020-09-25,15.896
2020-09-26,15.878
2020-09-27,15.861
2020-09-28,15.85
2020-09-29,16.045
2020-09-30,16.09
2020-10-01,16.114
2020-10-02,15.893
2020-10-03,16.007
2020-10-04,16.09
2020-10-05,16.09
2020-10-06,16.09
2020-10-07,16.09
2020-10-08,16.09
2020-10-09,16.09
2020-10-10,15.997
2020-10-11,16.888
2020-10-12,16.73
2020-10-13,16.098
2020-10-14,16.319
2020-10-15,16.209
2020-10-16,16.09
2020-10-17,16.047
2020-10-18,16.124
2020-10-19,16.09
2020-10-20,16.46
2020-10-21,16.202
2020-10-22,16.09
2020-10-23,16.098
2020-10-24,16.11
2020-10-25,16.555
2020-10-26,16.936
2020-10-27,16.112
2020-10-28,16.09
2020-10-29,15.965
2020-10-30,16.09
2020-10-31,16.09
2020-11-01,16.08
2020-11-02,15.925
2020-11-03,15.912
2020-11-04,15.916
2020-11-05,15.905
2020-11-06,15.882
2020-11-07,15.877
2020-11-08,15.864
2020-11-09,15.887
2020-11-10,15.87
2020-11-11,18.557
2020-11-12,20.302
2020-11-13,16.328
2020-11-14,16.107
2020-11-15,16.09
2020-11-16,16.09
2020-11-17,16.09
2020-11-18,16.09
2020-11-19,16.09
2020-11-20,15.39
2020-11-21,16.09
2020-11-22,16.09
2020-11-23,15.972
2020-11-24,15.952
2020-11-25,15.899
2020-11-26,15.89
2020-11-27,13.902
2020-11-28,15.88
2020-11-29,15.88
2020-11-30,15.88
2020-12-01,15.816
2020-12-02,15.81
2020-12-03,3.294
2021-01-01,15.8
2021-01-02,15.77
2021-01-03,15.892
2021-01-04,15.8
2021-01-05,15.8
2021-01-06,15.8
2021-01-07,15.8
2021-01-08,15.8
2021-01-09,15.8
2021-01-10,15.8
2021-01-11,15.8
2021-01-12,15.8
2021-01-13,15.8
2021-01-14,15.8
2021-01-15,15.8
2021-01-16,15.8
2021-01-17,15.8
2021-01-18,15.8
2021-01-19,15.8
2021-01-20,16.808
2021-01-21,18.09
2021-01-22,18.09
2021-01-23,18.09
2021-01-24,18.09
2021-01-25,16.112
2021-01-26,15.82
2021-01-27,15.82
2021-01-28,15.823
2021-01-29,15.81
2021-01-30,15.81
2021-01-31,15.81
2021-02-01,15.81
2021-02-02,15.81
2021-02-03,15.81
2021-02-04,15.81
2021-02-05,15.81
2021-02-06,15.81
2021-02-07,15.81
2021-02-08,15.81
2021-02-09,15.81
2021-02-10,15.81
2021-02-11,15.81
2021-02-12,15.81
2021-02-13,15.81
2021-02-14,15.81
2021-02-15,15.81
2021-02-16,15.81
2021-02-17,15.81
2021-02-18,15.81
2021-02-19,15.81
2021-02-20,15.81
2021-02-21,15.81
2021-02-22,15.81
2021-02-23,15.81
2021-02-24,15.81
2021-02-25,15.81
2021-02-26,15.81
2021-02-27,15.81
2021-02-28,15.811
2021-03-01,15.81
2021-03-02,15.81
2021-03-03,15.81
2021-03-04,15.81
2021-03-05,15.81
2021-03-06,15.81
2021-03-07,15.81
2021-03-08,15.81
2021-03-09,15.81
2021-03-10,15.81
2021-03-11,15.81
2021-03-12,15.81
2021-03-13,15.81
2021-03-14,15.81
2021-03-15,15.81
2021-03-16,15.81
2021-03-17,15.81
2021-03-18,15.81
2021-03-19,15.81
2021-03-20,15.81
2021-03-21,15.81
2021-03-22,15.81
2021-03-23,15.81
2021-03-24,15.81
2021-03-25,15.81
2021-03-26,15.81
2021-03-27,15.81
2021-03-28,15.81
2021-03-29,15.81
2021-03-30,15.81
2021-03-31,15.81
2021-04-01,15.797
2021-04-02,15.81
2021-04-03,15.81
2021-04-04,15.819
2021-04-05,15.81
2021-04-06,15.81
2021-04-07,15.81
2021-04-08,15.81
2021-04-09,15.81
2021-04-10,15.81
2021-04-11,15.81
2021-04-12,15.81
2021-04-13,15.81
2021-04-14,15.81
2021-04-15,15.81
2021-04-16,15.81
2021-04-17,15.81
2021-04-18,15.628
2021-04-19,15.81
2021-04-20,15.81
2021-04-21,15.81
2021-04-22,15.81
2021-04-23,15.81
2021-04-24,15.81
2021-04-25,15.81
2021-04-26,15.81
2021-04-27,15.736
2021-04-28,15.81
2021-04-29,4.611
2021-04-30,15.81
2021-05-01,15.81
2021-05-02,15.81
2021-05-03,15.81
2021-05-04,15.81
2021-05-05,15.81
2021-05-06,15.81
2021-05-07,15.81
2021-05-08,15.81
2021-05-09,15.81
2021-05-10,15.81
2021-05-11,15.81
2021-05-12,15.81
2021-05-13,15.81
2021-05-14,15.81
2021-05-15,15.81
2021-05-16,15.81
2021-05-17,15.81
2021-05-18,15.81
2021-05-19,15.81
2021-05-20,15.81
2021-05-21,15.81
2021-05-22,15.81
2021-05-23,15.81
2021-05-24,15.818
2021-05-25,15.82
2021-05-26,15.82
2021-05-27,15.82
2021-05-28,13.959
2021-05-29,15.82
2021-05-30,15.157
2021-05-31,15.81
2021-06-01,15.81
2021-06-02,15.815
2021-06-03,15.81
2021-06-04,15.81
2021-06-05,15.81
2021-06-06,15.81
2021-06-07,15.643
2021-06-08,15.81
2021-06-09,15.935
2021-06-10,15.81
2021-06-11,13.834
2021-06-12,15.81
2021-06-13,15.81
2021-06-14,15.81
2021-06-15,15.81
2021-06-16,15.81
2021-06-17,15.81
2021-06-18,15.81
2021-06-19,15.81
2021-06-20,15.81
2021-06-21,15.81
2021-06-22,15.81
2021-06-23,15.81
2021-06-24,15.616
2021-06-25,15.81
2021-06-26,15.81
2021-06-27,15.902
2021-06-28,15.81
2021-06-29,15.81
2021-06-30,15.81
2021-07-01,15.81
2021-07-02,15.83
2021-07-03,14.582
2021-07-04,15.779
2021-07-05,15.782
2021-07-06,16.047
2021-07-07,15.831
2021-07-08,15.83
2021-07-09,15.83
2021-07-10,15.83
2021-07-11,15.83
2021-07-12,15.83
2021-07-13,15.833
2021-07-14,15.83
2021-07-15,15.83
2021-07-16,15.83
2021-07-17,15.83
2021-07-18,15.826
2021-07-19,15.82
2021-07-20,15.855
2021-07-21,15.965
2021-07-22,16.28
2021-07-23,17.19
2021-07-24,17.8
2021-07-25,17.384
2021-07-26,16.226
2021-07-27,17.205
2021-07-28,17.321
2021-07-29,16.503
2021-07-30,16.111
2021-07-31,15.993
2021-08-01,16.635
2021-08-02,16.402
2021-08-03,16.048
2021-08-04,15.924
2021-08-05,15.946
2021-08-06,15.905
2021-08-07,15.869
2021-08-08,15.898
2021-08-09,15.89
2021-08-10,15.894
2021-08-11,15.892
2021-08-12,15.89
2021-08-13,15.88
2021-08-14,16.012
2021-08-15,15.942
2021-08-16,15.89
2021-08-17,15.885
2021-08-18,15.95
2021-08-19,16.027
2021-08-21,16.012
2021-08-22,15.983
2021-08-23,15.928
2021-08-24,15.914
2021-08-25,15.921
2021-08-26,15.923
2021-08-27,15.891
2021-08-28,15.917
2021-08-29,15.951
2021-08-30,15.917
2021-08-31,15.914
2021-09-01,15.909
2021-09-02,16.046
2021-09-03,16.089
2021-09-04,15.956
2021-09-05,15.974
2021-09-06,15.922
2021-09-07,16.083
2021-09-08,16.189
2021-09-09,17.142
2021-09-10,15.974
2021-09-11,16.1
2021-09-12,15.329
2021-09-13,15.964
2021-09-14,15.912
2021-09-15,15.92
2021-09-16,15.928
2021-09-17,16.237
2021-09-18,15.92
2021-09-19,9.69
2021-09-20,15.911
2021-09-21,15.916
2021-09-22,15.91
2021-09-23,15.905
2021-09-24,15.9
2021-09-25,15.9
2021-09-26,15.9
2021-09-27,15.9
2021-09-28,15.951
2021-09-29,15.291
2021-09-30,15.788
2021-10-01,15.921
2021-10-02,15.944
2021-10-03,15.918
2021-10-04,15.921
2021-10-05,15.95
2021-10-06,15.912
2021-10-07,15.9
2021-10-08,15.9
2021-10-09,15.901
2021-10-10,15.9
2021-10-11,15.9
2021-10-12,15.9
2021-10-13,15.908
2021-10-14,15.947
2021-10-15,15.968
2021-10-16,15.929
2021-10-17,15.913
2021-10-18,15.893
2021-10-19,15.9
2021-10-20,15.9
2021-10-21,15.9
2021-10-22,15.9
2021-10-23,15.9
2021-10-24,15.9
2021-10-25,15.9
2021-10-26,15.9
2021-10-27,15.9
2021-11-01,15.89
2021-11-02,15.89
2021-11-03,15.883
2021-11-04,15.88
2021-11-05,15.88
2021-11-06,15.88
2021-11-07,15.89
2021-11-08,15.897
2021-11-09,15.892
2021-11-10,15.885
2021-11-11,15.88
2021-11-12,15.88
2021-11-13,15.88
2021-11-14,15.88
2021-11-15,15.88
2021-11-16,15.88
2021-11-17,15.88
2021-11-18,15.88
2021-11-19,15.88
2021-11-20,15.88
2021-11-21,15.88
2021-11-22,15.88
2021-11-23,15.88
2021-11-24,15.88
2021-11-25,15.88
2021-11-26,15.88
2021-11-27,15.88
2021-11-28,15.88
2021-11-29,15.88
2021-11-30,15.872
2021-12-01,15.88
2021-12-02,15.88
2021-12-03,15.88
2021-12-04,15.88
2021-12-05,15.88
2021-12-06,15.88
2021-12-07,15.88
2021-12-08,15.88
2021-12-09,15.876
2021-12-10,15.87
2021-12-11,15.87
2021-12-12,15.87
2021-12-13,15.87
2021-12-14,15.87
2021-12-15,15.871
2021-12-16,15.87
2021-12-17,13.886
2021-12-18,15.876
2021-12-19,15.882
2021-12-20,15.87
2021-12-21,5.52
2021-12-22,15.872
2021-12-23,6.9
2021-12-24,15.87
2021-12-26,15.87
2021-12-27,15.87
2021-12-28,15.87
2021-12-29,15.877
2022-01-01,15.87
2022-01-02,15.87
2022-01-03,15.87
2022-01-04,15.87
2022-01-05,15.87
2022-01-06,15.87
2022-01-07,15.87
2022-01-08,15.87
2022-01-09,15.87
2022-01-10,15.87
2022-01-11,15.867
2022-01-12,15.86
2022-01-13,15.858
2022-01-14,15.86
2022-01-15,15.86
2022-01-16,15.86
2022-01-17,15.86
2022-01-18,15.86
2022-01-19,15.86
2022-01-20,15.849
2022-01-21,15.86
2022-01-22,15.86
2022-01-23,15.846
2022-01-24,15.86
2022-01-25,15.86
2022-01-26,15.86
2022-01-27,15.86
2022-01-28,15.86
2022-01-29,15.86
2022-01-30,15.86
2022-01-31,15.86
2022-02-01,15.86
2022-02-02,15.86
2022-02-03,15.86
2022-02-04,15.86
2022-02-05,15.861
2022-02-06,15.86
2022-02-07,15.86
2022-02-08,15.86
2022-02-09,15.86
2022-02-10,15.86
2022-02-11,15.859
2022-02-12,15.86
2022-02-13,15.86
2022-02-14,15.86
2022-02-15,15.86
2022-02-16,15.86
2022-02-17,15.86
2022-02-18,15.86
2022-02-19,15.861
2022-02-20,15.86
2022-02-21,15.86
2022-02-22,15.86
2022-02-23,15.86
2022-02-24,15.86
2022-02-25,15.86
2022-02-26,15.86
2022-02-27,15.86
2022-02-28,15.86
2022-03-01,15.86
2022-03-02,15.86
2022-03-03,15.86
2022-03-04,15.663
2022-03-05,15.86
2022-03-06,15.86
2022-03-07,15.86
2022-03-08,15.86
2022-03-09,15.86
2022-03-10,15.86
2022-03-11,15.86
2022-03-12,15.86
2022-03-13,15.86
2022-03-14,15.86
2022-03-15,15.867
2022-03-16,15.86
2022-03-17,15.86
2022-03-18,15.86
2022-03-19,15.86
2022-03-20,15.843
2022-03-21,15.86
2022-03-22,15.86
2022-03-23,15.86
2022-03-24,15.86
2022-03-25,15.86
2022-03-26,15.86
2022-03-27,15.86
2022-03-28,15.86
2022-03-29,15.86
2022-03-30,15.86
2022-03-31,15.86
2022-04-01,15.86
2022-04-02,15.86
2022-04-03,15.86
2022-04-04,15.863
2022-04-05,15.891
2022-04-06,15.54
2022-04-07,15.86
2022-04-08,15.863
2022-04-09,15.86
2022-04-10,15.86
2022-04-11,15.86
2022-04-12,15.86
2022-04-13,15.86
2022-04-14,15.86
2022-04-15,15.86
2022-04-16,15.86
2022-04-17,15.86
2022-04-18,15.86
2022-04-19,15.86
2022-04-20,15.86
2022-04-21,15.86
2022-04-22,15.86
2022-04-23,15.86
2022-04-24,15.86
2022-04-25,15.86
2022-04-26,15.86
2022-04-27,15.86
2022-04-28,15.86
2022-04-29,15.86
2022-04-30,15.86
2022-05-01,15.86
2022-05-02,15.652
2022-05-03,15.86
2022-05-04,15.86
2022-05-05,15.86
2022-05-06,15.735
2022-05-07,15.86
2022-05-08,15.86
2022-05-09,15.86
2022-05-10,15.86
2022-05-11,15.86
2022-05-12,15.86
2022-05-13,15.86
2022-05-14,15.86
2022-05-15,15.86
2022-05-16,15.86
2022-05-17,15.86
2022-05-18,15.86
2022-05-19,15.86
2022-05-20,15.86
2022-05-21,15.828
2022-05-22,15.913
2022-05-23,15.867
2022-05-24,15.86
2022-05-25,15.86
2022-05-26,15.86
2022-05-27,15.863
2022-05-28,15.86
2022-05-29,15.86
2022-05-30,15.86
2022-05-31,15.863
2022-06-01,15.86
2022-06-02,15.86
2022-06-03,15.86
2022-06-04,15.86
2022-06-05,15.86
2022-06-06,15.86
2022-06-07,15.86
2022-06-08,15.86
2022-06-09,15.86
2022-06-10,15.86
2022-06-11,15.86
2022-06-12,15.86
2022-06-13,15.862
2022-06-14,15.86
2022-06-15,15.874
2022-06-16,15.86
2022-06-17,15.86
2022-06-18,15.86
2022-06-19,15.964
2022-06-20,15.87
2022-06-21,15.866
2022-06-22,15.9
2022-06-23,15.87
2022-06-24,15.87
2022-06-25,15.87
2022-06-26,15.87
2022-06-27,15.87
2022-06-28,15.87
2022-06-29,15.87
2022-06-30,15.87
2022-07-01,15.87
2022-07-02,15.87
2022-07-03,15.871
2022-07-04,15.87
2022-07-05,15.87
2022-07-06,15.87
2022-07-07,15.87
2022-07-08,15.832
2022-07-09,15.868
2022-07-10,15.87
2022-07-11,15.87
2022-07-12,15.87
2022-07-13,15.87
2022-07-14,15.857
2022-07-15,15.87
2022-07-16,15.922
2022-07-17,15.87
2022-07-18,15.87
2022-07-19,15.87
2022-07-20,15.87
2022-07-21,15.87
2022-07-22,15.87
2022-07-23,15.87
2022-07-24,15.863
2022-07-25,15.868
2022-07-26,15.87
2022-07-27,15.87
2022-07-28,15.87
2022-07-29,15.87
2022-07-30,16.065
2022-07-31,15.906
2022-08-01,16.41
2022-08-02,15.907
2022-08-03,15.701
2022-08-04,15.938
2022-08-05,15.917
2022-08-06,15.955
2022-08-07,15.887
2022-08-08,15.88
2022-08-09,15.88
2022-08-10,15.88
2022-08-11,15.88
2022-08-12,15.887
2022-08-13,15.915
2022-08-14,15.907
2022-08-15,15.88
2022-08-16,15.88
2022-08-17,15.88
2022-08-18,15.88
2022-08-19,15.88
2022-08-20,15.88
2022-08-21,15.884
2022-08-22,15.9
2022-08-23,17.24
2022-08-24,16.049
2022-08-25,15.88
2022-08-26,15.876
2022-08-27,15.87
2022-08-28,15.87
2022-08-29,15.87
2022-08-30,15.87
2022-08-31,15.87
2022-09-01,15.87
2022-09-02,15.87
2022-09-03,16.038
2022-09-04,15.891
2022-09-05,15.883
2022-09-06,15.88
2022-09-07,15.88
2022-09-08,15.88
2022-09-09,15.933
2022-09-10,16.179
2022-09-11,15.89
2022-09-12,15.89
2022-09-13,15.89
2022-09-14,15.887
2022-09-15,15.88
2022-09-16,15.88
2022-09-17,15.88
2022-09-18,15.88
2022-09-19,15.88
2022-09-20,15.955
2022-09-21,15.854
2022-09-22,15.88
2022-09-23,16.039
2022-09-24,15.884
2022-09-25,18.107
2022-09-26,16.776
2022-09-27,16.069
2022-09-28,16.09
2022-09-29,15.954
2022-09-30,15.891
2022-10-01,15.889
2022-10-02,15.89
2022-10-03,15.89
2022-10-04,15.89
2022-10-05,15.228
2022-10-06,15.765
2022-10-07,15.228
2022-10-08,15.89
2022-10-09,15.889
2022-10-10,15.89
2022-10-11,15.919
2022-10-12,15.89
2022-10-13,15.982
2022-10-14,15.89
2022-10-15,15.89
2022-10-16,15.89
2022-10-17,15.89
2022-10-18,15.89
2022-10-19,15.925
2022-10-20,15.941
2022-10-21,15.892
2022-10-22,15.89
2022-10-23,15.89
2022-10-24,15.89
2022-10-25,16.312
2022-10-26,15.929
2022-10-27,15.896
2022-10-28,15.926
2022-10-29,19.059
2022-10-30,16.762
2022-10-31,16.092
2022-11-01,16.09
2022-11-02,16.09
2022-11-03,16.09
2022-11-04,16.019
2022-11-05,15.944
2022-11-06,15.95
2022-11-07,15.95
2022-11-08,15.935
2022-11-09,15.897
2022-11-10,15.88
2022-11-11,15.88
2022-11-12,15.88
2022-11-13,15.847
2022-11-14,15.88
2022-11-15,15.88
2022-11-16,15.88
2022-11-17,15.88
2022-11-18,15.88
2022-11-19,15.88
2022-11-20,15.88
2022-11-21,15.874
2022-11-22,15.87
2022-11-23,15.857
2022-11-24,15.87
2022-11-25,15.87
2022-11-26,15.87
2022-11-27,15.87
2022-11-28,15.87
2022-11-29,15.87
2022-11-30,15.87
2022-12-01,15.87
2022-12-02,15.87
2022-12-03,15.87
2022-12-04,15.87
2022-12-05,15.87
2022-12-06,15.87
2022-12-07,15.87
2022-12-08,15.87
2022-12-09,15.87
2022-12-10,15.909
2022-12-11,15.88
2022-12-12,15.877
2022-12-13,15.87
2022-12-14,15.87
2022-12-15,15.87
2022-12-16,15.87
2022-12-17,15.849
2022-12-18,15.87
2022-12-19,15.87
2022-12-20,15.87
2022-12-21,15.87
2022-12-22,15.87
2022-12-23,15.87
2022-12-24,15.87
2022-12-25,15.87
2022-12-26,15.87
2022-12-27,15.87
2022-12-28,15.87
2022-12-29,15.87
2022-12-30,15.87
2022-12-31,15.87
2023-01-01,15.87
2023-01-02,15.87
2023-01-03,15.745
2023-01-04,15.87
2023-01-05,16.24
2023-01-06,15.877
2023-01-07,15.88
2023-01-08,15.87
2023-01-09,15.87
2023-01-10,15.87
2023-01-11,15.87
2023-01-12,15.87
2023-01-13,15.87
2023-01-14,15.87
2023-01-15,15.87
2023-01-16,15.87
2023-01-17,15.87
2023-01-18,15.87
2023-01-19,15.87
2023-01-20,15.87
2023-01-21,15.87
2023-01-22,15.87
2023-01-23,15.87
2023-01-24,15.87
2023-01-25,15.87
2023-01-26,15.87
2023-01-27,15.87
2023-01-28,15.87
2023-01-29,15.87
2023-01-30,15.87
2023-01-31,15.87
2023-02-01,15.87
2023-02-02,15.87
2023-02-03,15.87
2023-02-04,15.745
2023-02-05,15.87
2023-02-06,15.87
2023-02-07,15.87
2023-02-08,15.87
2023-02-09,15.87
2023-02-10,15.836
2023-02-11,15.87
2023-02-12,15.87
2023-02-13,15.87
2023-02-14,15.87
2023-02-15,15.87
2023-02-16,15.87
2023-02-17,15.87
2023-02-18,15.87
2023-02-19,15.87
2023-02-20,15.87
2023-02-21,15.87
2023-02-22,15.87
2023-02-23,15.87
2023-02-24,15.87
2023-02-25,15.87
2023-02-26,15.87
2023-02-27,15.87
2023-02-28,11.241
2023-03-01,15.87
2023-03-02,15.87
2023-03-03,15.87
2023-03-04,15.87
2023-03-05,15.87
2023-03-06,15.87
2023-03-07,15.87
2023-03-08,15.87
2023-03-09,15.87
2023-03-10,15.87
