SUMMARY OUTPUT,,,,,,
,,,,,,
Regression Statistics,,,,,,
5/17/2013,19.3,76,32.4,13.6,35.2,11.61
5/18/2013,0,63,27.6,24.3,30.3,11.63
5/19/2013,0,66,25.9,7.5,29.4,12.7
5/20/2013,0,66,32,10.4,35.6,12.06
5/21/2013,0,80,32.3,14.5,35.4,13.18
5/22/2013,0,89,30.5,15.2,35.5,13.41
5/23/2013,0,62,29.2,8.8,31.8,11.88
5/24/2013,3,62,25.1,22.5,26.2,12.94
5/25/2013,0,92,26.8,24.7,30.1,12.63
5/26/2013,15.1,91,27.2,8,31.9,12.38
5/27/2013,0,60,25.4,19.4,26.5,12.02
5/28/2013,0,66,33,8.2,36.3,11.1
5/29/2013,0,74,28.5,10.3,30.7,12.18
5/30/2013,0,77,26.7,6.4,30.6,10.87
5/31/2013,2.5,69,31.8,11.3,33.5,11.55
6/1/2013,0,67,33.9,22.5,36.1,12.49
6/2/2013,0,69,28,11.1,30.9,12.29
6/3/2013,0,93,32,16.8,36.9,12.78
6/4/2013,0,67,30.8,21.5,32.6,10.74
6/5/2013,0,88,27.6,20.7,31.4,12.92
6/6/2013,133.9,65,28.4,24.5,30.6,16.76
6/7/2013,0,82,26.9,15,30.3,12.94
6/8/2013,0,98,33,21,37.7,13.29
6/9/2013,19.3,90,32.7,17.9,36.6,13.96
6/10/2013,0,86,34.6,21.4,39.4,12.1
6/11/2013,0,89,31.7,19.2,35.1,12.55
6/12/2013,17.6,97,30.3,10.7,36.6,12.32
6/13/2013,0,95,29.3,7.2,33.9,12.82
6/14/2013,10.2,79,28.3,17.6,31.8,13.36
6/15/2013,12.9,78,33.2,10.7,37.2,11.59
6/16/2013,16.6,74,29.6,17.1,32,12.94
6/17/2013,0,83,31.9,5.8,36.6,12.64
6/18/2013,0,67,29.6,9.9,31.9,11.72
6/19/2013,0,91,31.9,17.2,37.9,11.58
6/20/2013,0,72,32.8,16,36,12.59
6/21/2013,0,70,27.3,13.2,30.7,11.28
6/22/2013,0,64,33.7,20.8,34.2,10.57
6/23/2013,0,92,26.3,20.3,31.1,13.17
6/24/2013,0,78,32.6,15.1,35.1,11.97
6/25/2013,0,69,27.7,23.7,29.9,12.89
6/26/2013,0,72,25.6,13.4,29.1,11.71
6/27/2013,0,90,33.5,8,38.5,11.22
6/28/2013,0,76,32.5,9.4,36.4,11.21
6/29/2013,0,63,28,23.8,31.2,10.76
6/30/2013,8.7,79,27.3,14.7,32,12.18
7/1/2013,0,65,25.6,15.2,27.1,11.6
7/2/2013,0,62,31.7,17.8,34.1,11.12
7/3/2013,0,76,32.9,8.7,36.6,12.83
7/4/2013,4.1,81,28.7,24.9,33.6,12.74
7/5/2013,1.6,75,34.7,13.1,38.1,12.71
7/6/2013,0,83,32.9,6.6,35.9,13.1
7/7/2013,0,65,33.6,14.8,35.7,11.25
7/8/2013,0,87,31.9,11.8,36.5,13.3
7/9/2013,0,68,31.8,5.3,34.1,11.25
7/10/2013,0,69,34.3,17,38.2,11.92
7/11/2013,0,97,34,10.2,37.8,12.04
7/12/2013,0,63,29.7,19.3,32.6,10.65
7/13/2013,0,78,32.1,9.3,36.5,11.21
7/14/2013,0,73,28.3,11.7,31,11.71
7/15/2013,0,84,28.9,19.7,34.3,12.95
7/16/2013,0,78,25.3,16.9,27.1,10.82
7/17/2013,0,80,28.2,11,32.3,11.65
7/18/2013,0,88,33.4,13.9,36.6,11.47
7/19/2013,0,73,34.5,6.8,36,12.64
7/20/2013,0,98,29.6,6.6,35.1,12.57
7/21/2013,3.7,75,26.6,5.5,30.9,11.54
7/22/2013,0,78,32.2,11.5,37,11.82
7/23/2013,0,62,28.1,7.6,28.9,11.39
7/24/2013,0,81,25.9,20.7,30.4,12.99
7/25/2013,0,96,31.3,16.5,35.1,12.66
7/26/2013,0,83,33.9,9.8,38.6,11.32
7/27/2013,0,72,34.2,23.2,36.3,12.6
7/28/2013,0,95,26.9,13.6,33.3,12.62
7/29/2013,0,88,33.7,16.9,38.1,11.93
7/30/2013,0,80,33.7,18.3,37,11.4
7/31/2013,0,96,33.8,11.5,37.8,11.23
8/1/2013,0,72,30.4,20.2,31.8,11.29
8/2/2013,0,92,29.3,14.3,35.1,11.75
8/3/2013,15.9,80,34,17.9,36.9,13.32
8/4/2013,4.8,63,29.3,8.4,30.2,11.69
8/5/2013,0,62,28,21.2,30.8,11.89
8/6/2013,0,74,26.5,13.2,28.5,11.66
8/7/2013,0,73,32.5,14.1,35.3,11.13
8/8/2013,0,78,32.6,10.9,37.1,12.31
8/9/2013,0,76,25.4,5.6,28.3,11.22
8/10/2013,0,80,25.8,8.7,30.4,11.95
8/11/2013,0,75,28.9,15.2,32.2,11.31
8/12/2013,6.6,95,30.7,23.3,34.9,13.22
8/13/2013,0,91,27.7,12.1,33.5,12.71
8/14/2013,0,93,25.3,22.2,29.7,12.66
8/15/2013,0,75,32.3,16,36.6,11.91
8/16/2013,0,65,32.3,20.4,35,11.26
8/17/2013,0,89,32.9,18.1,37.4,12.96
8/18/2013,0,67,33.1,16.2,35.4,11.22
8/19/2013,0,85,32.8,16.3,36.5,12.6
8/20/2013,0,62,26.8,20.5,27.1,12.71
8/21/2013,0,80,26.5,21.8,29.1,12.33
8/22/2013,15,69,27.4,7.6,28.3,12.74
8/23/2013,0,91,32.4,19.8,35.6,12.33
8/24/2013,0,74,28.7,11.1,30.7,11.75
8/25/2013,0,81,31.2,6.8,34.9,10.96
8/26/2013,15.4,61,32.3,13.1,33.8,11.86
8/27/2013,0,90,33.6,12.3,38.3,13.06
8/28/2013,0,97,27.5,11.8,32.9,13.29
8/29/2013,0,62,30.4,6.5,32.2,12.4
8/30/2013,17.5,84,27.7,21.7,32.4,13.29
8/31/2013,0,89,28.6,22.8,34.1,12.67
9/1/2013,2.5,83,27.7,11.5,32.7,12.94
9/2/2013,0,78,26.8,24.3,28.7,12.7
9/3/2013,0,62,29.4,8.9,29.9,12.59
9/4/2013,0,91,33.9,23.1,38.8,12.7
9/5/2013,0,67,29.6,9.3,32.6,12.3
9/6/2013,0,86,28.6,7.3,33.1,13.32
9/7/2013,0,85,31.9,11.3,35.9,13.03
9/8/2013,0,65,28.3,6.1,31,11.89
9/9/2013,0,94,31.3,6.8,37.1,13.02
9/10/2013,11.1,97,34.8,19.8,40.3,12.02
9/11/2013,0,66,27.4,18.9,29.4,11.33
9/12/2013,0,98,27.7,8.8,34,12.16
9/13/2013,0,76,34.6,12,38.5,10.87
9/14/2013,0,96,31.3,17.9,35,12.41
9/15/2013,0,90,28.1,13.5,33.2,13.05
9/16/2013,0,79,34.3,10.4,37.5,13.04
9/17/2013,0,97,27.3,23.9,32.1,12.11
9/18/2013,0,72,29.9,18.8,32.2,11.83
9/19/2013,0,85,29.1,8.2,31.6,13.07
9/20/2013,0,91,28.8,23.6,34.5,12.24
9/21/2013,0,72,32.9,16.6,34.6,12.64
9/22/2013,0,72,27.1,12.3,30.3,11.34
9/23/2013,0,82,29.5,15.7,32,11.88
9/24/2013,0,91,26.9,22.2,30.8,12.23
9/25/2013,0,92,25.3,17.3,29.4,12.56
9/26/2013,0,89,31.5,17.7,37,11.88
9/27/2013,0,74,32.1,5.5,36,12.82
9/28/2013,0,74,35,10.5,39,11.97
9/29/2013,0,64,34.7,18.8,36.4,11.34
9/30/2013,0,68,29,22.2,31.9,11.2
10/1/2013,0,67,31.3,18,32.6,10.58
10/2/2013,0,62,34.1,12.9,35.5,12.71
10/3/2013,0,85,34.1,17.5,37.7,12.91
10/4/2013,0,80,29,15,33.4,11.44
10/5/2013,0,96,28.1,20.2,33.2,11.22
10/6/2013,0,61,25.7,11.4,25.8,10.94
10/7/2013,0,64,33.8,18.5,37.2,10.59
10/8/2013,0,82,28.3,18.3,32.2,11.46
10/9/2013,0,83,27.6,23.5,32,11.54
10/10/2013,0,76,34.3,11.5,38.9,11.41
10/11/2013,0,63,27.1,7,29,13.05
10/12/2013,0,86,29.8,5.5,33.4,12.35
10/13/2013,0,70,33.8,12.2,35.3,10.9
10/14/2013,0,78,27.1,9.7,29.5,11.05
10/15/2013,7.4,76,34.4,12.7,36.2,11.75
10/16/2013,0,62,25.8,24.6,27.6,11.19
10/17/2013,0,61,33.3,12.4,34.9,12.74
10/18/2013,0,72,34.8,15.4,37.6,11.46
10/19/2013,0,65,34.8,22.7,37,11.57
10/20/2013,0,73,28.9,18.2,30.4,11.23
10/21/2013,0,64,26.3,9.2,26.8,12.14
10/22/2013,0,98,26.3,24.2,31.5,12.83
10/23/2013,0,91,31.3,14.5,35.9,12.35
10/24/2013,0,77,26.8,5.4,30.5,13.04
10/25/2013,0,95,27,6.9,31,11.26
10/26/2013,0,97,33.4,18.7,38.5,12.16
10/27/2013,0,74,27.1,11,30.4,10.97
10/28/2013,4.4,69,26.2,20,28.3,12
10/29/2013,0,63,28.3,12.3,29,10.84
10/30/2013,0,92,33.1,16.7,37.3,12.27
10/31/2013,0,72,28.3,16.4,30.4,12.4
11/1/2013,0,74,27.7,5.6,29.2,12.55
11/2/2013,2.7,94,28.8,10.1,32.5,13.39
11/3/2013,19.5,79,25.8,12.1,29.5,13.03
11/4/2013,0,83,31.1,10.1,33.5,11.2
11/5/2013,0,86,25.3,12.2,28,12.4
11/6/2013,0,63,30.1,14.3,31.3,12.47
11/7/2013,0,94,26,17.9,31.3,13.45
11/8/2013,8.1,89,28.9,13,32.5,12.98
11/9/2013,7.3,77,34.2,21.7,38.2,12.39
11/10/2013,0,98,33.9,18.2,40.2,13.05
11/11/2013,0,73,32.8,17.5,34.7,12.24
11/12/2013,0,86,33.1,12,38,13.13
11/13/2013,0,63,28.7,22.4,29.2,10.81
11/14/2013,10.6,70,32.5,10.6,33.8,13.08
11/15/2013,0,69,31.1,8.5,34.2,12.16
11/16/2013,0,88,30.5,6.6,34.7,13.03
11/17/2013,0,65,33.5,18.3,34.2,10.74
11/18/2013,0,87,26.8,19.9,31.2,13.16
11/19/2013,0,60,25.4,19.7,25.7,11.81
11/20/2013,0,74,34.2,20.8,38.1,13.13
11/21/2013,0,76,27.6,10.5,31.7,11.94
11/22/2013,13.7,72,32,13,35.8,12.47
11/23/2013,14.5,67,30.1,17.8,33.5,13.45
11/24/2013,0,81,28.7,16.6,33.3,11.16
11/25/2013,11.8,79,29.8,20.5,34.2,11.58
11/26/2013,0,64,32.2,12.2,34.7,12.74
11/27/2013,0,64,26.2,12.7,28.8,12.5
11/28/2013,0,89,30.2,15.4,35.9,11.53
11/29/2013,0,61,28,11.2,29.2,11.51
11/30/2013,0,84,26,22.2,29,11.89
12/1/2013,0,79,27.7,8.1,32,11.05
12/2/2013,0,68,29.4,13.7,32.9,11.36
12/3/2013,0,80,30.1,21.9,34.4,12.19
12/4/2013,8.1,86,26.7,15.6,30.1,12.49
12/5/2013,0,93,27,19.3,32.6,11.28
12/6/2013,0,67,34.9,13.9,37.3,11.74
12/7/2013,0,69,27.1,7.4,31,12.8
12/8/2013,0,66,32.8,7.2,34.2,12.31
12/9/2013,18,80,34.7,16.7,37.5,12.39
12/10/2013,0,78,30.3,22.4,34.1,12.52
12/11/2013,0,67,26.5,19.3,28.6,12.07
12/12/2013,11.2,64,31.7,7.9,32.6,12.72
12/13/2013,8.4,95,30.6,7.6,35.1,12.82
12/14/2013,0,77,26,17.2,29.2,12.38
12/15/2013,0,62,25.1,18.7,27.3,12.49
12/16/2013,15.4,72,32.7,16.1,34.7,12.2
12/17/2013,0,65,32,6,35,12.28
12/18/2013,4.2,78,30.6,21.2,34,11.6
12/19/2013,0,78,26.8,16.1,31.2,12.33
12/20/2013,0,60,27.4,6.2,29.6,13.05
12/21/2013,18,95,28.4,7.9,32.2,14.13
12/22/2013,0,72,32.7,20.6,35.5,11.81
12/23/2013,0,93,34.4,10,40.2,11.64
12/24/2013,0,84,27.1,21.3,31.7,11.3
12/25/2013,0,66,32.7,14,33.4,12.3
12/26/2013,0,94,29.1,17,33.1,11.58
12/27/2013,0,81,25.3,18.7,28.3,10.96
12/28/2013,0,63,29.6,11.1,30,11.32
12/29/2013,0,62,34,24.8,36.5,11.89
12/30/2013,0,67,33.3,5.2,36,12.77
12/31/2013,0,68,30,13.8,33,11.74
1/1/2014,0,71,26.6,14.6,28.3,12.5
1/2/2014,0,94,33.5,10.5,37.1,11.42
1/3/2014,0,88,25.8,8.9,29.8,11.2
1/4/2014,0,94,27.6,23.6,33.9,12.07
1/5/2014,159.3,91,33.6,23.7,38.8,18.18
1/6/2014,13.5,79,31.8,13.1,34.3,12.08
1/7/2014,0,64,29.1,25,31.4,10.64
1/8/2014,0,91,33.4,18.2,36.6,11.3
1/9/2014,0,96,25.7,18.8,30.7,12.49
1/10/2014,0,94,25.8,23,31.3,13.42
1/11/2014,0,74,27.1,6.7,30.6,11.71
1/12/2014,0,87,27.8,6.4,30.7,12.11
1/13/2014,0,93,34.9,15.7,39.4,13.25
1/14/2014,0,93,29.3,10,33,13.24
1/15/2014,0,87,26.6,21.1,30.3,12.78
1/16/2014,0,76,31.3,21.7,35.7,11.67
1/17/2014,0,75,32.2,24.6,35.3,10.81
1/18/2014,0,85,34.2,13.7,39.1,12.83
1/19/2014,0,84,33.4,20.3,35.9,12.86
1/20/2014,0,76,33.2,7.6,37.4,12.33
1/21/2014,0,79,28.4,6.6,32.7,12.45
1/22/2014,0,68,29.9,6.4,33.5,11.8
1/23/2014,0,60,33.9,17.3,35.8,10.73
1/24/2014,0,68,29,19.3,31.9,11.33
1/25/2014,0,72,31.2,8.4,33.6,12.38
1/26/2014,0,83,28.2,20.3,32.4,12.56
1/27/2014,10.2,68,26.2,12.3,29.2,11.76
1/28/2014,0,97,30.6,24.3,37.1,11.19
1/29/2014,6.8,85,33.9,13.9,38.8,12.73
1/30/2014,6.1,86,33.1,20.5,37.8,11.82
1/31/2014,0,98,26.5,10.6,31,11.38
2/1/2014,0,72,33.7,12.6,35.9,12.59
2/2/2014,0,60,27.2,11.3,27.7,11.61
2/3/2014,0,92,29.6,16.8,33.7,11.98
2/4/2014,0,90,34.1,17.4,38,12.49
2/5/2014,0,63,29.9,12.7,30.9,11.8
2/6/2014,0,87,25.4,5.4,30.3,11.92
2/7/2014,0.5,92,30.1,16.1,35.4,12.37
2/8/2014,0,71,29.4,6.8,31.4,12.72
2/9/2014,0,93,31.7,6.9,37,11.59
2/10/2014,0,70,33.2,24.4,36.6,12.5
2/11/2014,0,66,26.9,23.7,28.5,10.94
2/12/2014,0,70,33.3,6.9,35.3,13.06
2/13/2014,0,73,31.9,23,34.1,11.17
2/14/2014,0,94,25.1,19.7,30.1,11.37
2/15/2014,2.9,75,32.8,24.6,36.4,11.03
2/16/2014,0,81,26.2,13.5,31.1,11.45
2/17/2014,0,92,30.9,19.6,37,11.24
2/18/2014,0,84,29.5,5.9,33.9,12.42
2/19/2014,0,83,27.4,13.8,32.1,13.32
2/20/2014,139,93,30.5,18.2,35.4,17.89
2/21/2014,0,63,26,17.4,29.1,11.17
2/22/2014,0,64,30.4,18.8,31.5,10.65
2/23/2014,6.3,66,30.2,17.9,32.3,11.43
2/24/2014,0,74,25.8,6.4,28.8,13.29
2/25/2014,0,83,34.8,12.1,37.3,12.29
2/26/2014,0,84,27,17.8,31.1,10.99
2/27/2014,0,73,29.1,16.3,31.3,12.33
2/28/2014,0,80,30.1,9.8,33.3,12.38
3/1/2014,0,97,31,13.9,37.3,12.38
3/2/2014,0,97,31.6,10.9,37.7,13.46
3/3/2014,0,61,34.3,23.1,37.2,11.45
3/4/2014,0,60,33.5,9.2,33.8,12.31
3/5/2014,0,69,25.1,7.5,28.5,11.72
3/6/2014,0,68,26.5,17.8,29.3,11.68
3/7/2014,0,62,31.3,24.2,31.5,12.26
3/8/2014,0,64,34,5.6,36.5,11.87
3/9/2014,0,82,34.8,23.1,38.8,11.34
3/10/2014,15.3,92,34.8,15.7,40.4,12.84
3/11/2014,0,80,34.3,6.9,38,11.52
3/12/2014,0,94,34.8,18,39.6,11.83
3/13/2014,3.1,86,28.4,6.8,32.3,13.6
3/14/2014,0,68,30.8,17.6,32.4,13.04
3/15/2014,0,71,28.1,14.7,29.2,11.71
3/16/2014,18.1,78,28.1,24.4,31.7,13.73
3/17/2014,2.9,85,34.3,15.1,39.7,11.61
3/18/2014,5.2,61,34.8,22.5,37.5,10.88
3/19/2014,0,89,27.2,17.2,31.8,11.99
3/20/2014,0,84,26.3,10,30.4,12.7
3/21/2014,7,87,30.4,18.4,34.9,12.24
3/22/2014,0,80,30.9,23.4,35.6,11.33
3/23/2014,9.8,98,30.6,21.9,35.3,12.26
3/24/2014,0,74,27.4,14.2,31,12.06
3/25/2014,0,61,33.4,5.7,35.8,11.58
3/26/2014,0,77,27.6,7.8,30.4,11.23
3/27/2014,0,74,31.9,18.3,35.2,11.54
3/28/2014,0,71,26.3,18.9,27.8,13.1
3/29/2014,12.3,97,32.2,24,38.2,11.99
3/30/2014,0,89,28.1,24.1,32.4,12.29
3/31/2014,0,70,25.8,12.6,27.6,12.01
4/1/2014,0,67,26.2,18.1,27.3,10.69
4/2/2014,0,82,27.2,15.4,31.5,12.9
4/3/2014,0,69,33.2,20.5,35.4,12.21
4/4/2014,0,77,30.5,5.8,34.4,11.33
4/5/2014,0,68,34.1,19.7,35.7,11.32
4/6/2014,0,80,31,22.1,35.4,11.45
4/7/2014,0,62,33.4,21.2,34.9,11.4
4/8/2014,0,81,28.7,24.5,31.7,11.37
4/9/2014,0,70,34.6,16.4,38.3,11.18
4/10/2014,15.5,69,28.8,19.7,32.1,11.69
4/11/2014,18.2,96,26,20.6,30.7,13.16
4/12/2014,0,96,32.1,9,36.3,11.65
4/13/2014,0,74,26,12.1,30,13.1
4/14/2014,0,63,32.1,5.5,34.6,11.14
4/15/2014,0,78,26.9,24.6,29,12.21
4/16/2014,0,68,32.6,12,35,11.09
4/17/2014,0,68,33.5,14.7,35.8,11.07
4/18/2014,0,96,25.8,19.1,31.3,12.47
4/19/2014,0,94,29.6,15.5,35.7,12.2
4/20/2014,0,86,30.4,15.9,35.3,12.32
4/21/2014,0,98,30.1,12.1,34.4,12.78
4/22/2014,0,64,29,11.9,29.5,11.37
4/23/2014,0,94,33.8,7.8,38.9,12.71
4/24/2014,0,73,33.2,7.6,36.9,12.67
4/25/2014,0,94,28.2,8.5,34.2,11.78
4/26/2014,0,97,32.5,13.3,38.8,12.14
4/27/2014,0,88,25.1,6,28.4,11.08
4/28/2014,0,77,27.8,15.9,32.4,11.49
4/29/2014,0,88,33.8,22.1,38.3,12.32
4/30/2014,0,61,29.5,10.5,29.9,11.5
5/1/2014,0,75,34.1,17.3,36.8,12.52
5/2/2014,4.1,72,32.6,6.8,34.9,12.65
5/3/2014,0,70,34.5,24.3,36.2,11.52
5/4/2014,0,82,31.1,12.3,35.9,12.03
5/5/2014,0,69,30.5,9.5,34.1,11.58
5/6/2014,0,64,34.3,14.1,36.5,11.5
5/7/2014,0,73,32.3,17,33.8,10.9
5/8/2014,15.7,78,32.7,13,35.5,13.53
5/9/2014,0,83,30.8,24.7,33.2,11.92
5/10/2014,8.3,84,33.5,17.8,36.8,12.47
5/11/2014,16.7,83,32.5,13.3,36.4,12.43
5/12/2014,10.9,90,34.5,23.2,38.7,12.76
5/13/2014,0,97,29.7,9.9,34.3,13.43
5/14/2014,16.8,76,28.7,24,32.3,12.44
5/15/2014,11.7,87,28.5,5.3,33.3,14
5/16/2014,0,73,33.4,5.8,35.7,12.36
5/17/2014,0,72,29.4,19.6,31.4,11.66
5/18/2014,0,82,26.4,23.6,29.7,11.57
5/19/2014,0,62,26.6,14.3,27.4,12.73
5/20/2014,0,93,29.1,9,32.7,13.28
5/21/2014,0,85,28.9,19,33.9,11.33
5/22/2014,0,86,32.8,18.8,37.4,10.93
5/23/2014,0,70,25.9,6.8,29.3,12.09
5/24/2014,0,87,30.6,18,35.8,11.95
5/25/2014,0,62,33.6,13.8,36.6,11.11
5/26/2014,0,68,27.2,17,29.4,11.18
5/27/2014,0,64,34.3,19.4,37.4,12.95
5/28/2014,0,90,25.3,19.5,28.4,12.73
5/29/2014,0,66,34.2,14.9,35.2,12.26
5/30/2014,0,96,33.5,15.1,37.2,13.1
5/31/2014,0,82,33.4,18.1,38.4,12.18
6/1/2014,12.5,93,31.4,7.1,35.8,12.22
6/2/2014,15.1,78,32.8,7.2,34.9,11.74
6/3/2014,19.2,74,28.4,13.5,31.2,12.44
6/4/2014,0,88,31.3,6.7,34.7,13.4
6/5/2014,0,69,32.8,5.2,34.8,10.96
6/6/2014,5.8,90,29.2,12.6,34.7,12.99
6/7/2014,0,97,29.5,7.4,35.3,11.91
6/8/2014,19.2,83,27.8,23.7,31.1,13.6
6/9/2014,0,94,27.6,12.5,31.8,12.52
6/10/2014,0,96,30.5,7.2,35.1,12.26
6/11/2014,0,74,32.3,17.6,34,10.74
6/12/2014,4.2,75,33.4,21.5,36.5,11.58
6/13/2014,0,83,29.7,10,34,13.21
6/14/2014,0,95,25.2,17.2,30.8,13.4
6/15/2014,0,77,28.2,23.2,32.2,10.91
6/16/2014,0,97,32.4,13.1,37,13.15
6/17/2014,17,86,32.2,20.5,35.3,13.18
6/18/2014,1,92,27,22.8,31.1,12.92
6/19/2014,0,98,27.3,19.7,32,12.37
6/20/2014,0,64,30,13.8,31.7,12.95
6/21/2014,0,97,29,19.7,33,11.24
6/22/2014,0,92,31.5,20.2,37.4,12.23
6/23/2014,0,63,30.3,23.6,32.3,11.54
6/24/2014,6.4,89,26.2,10.7,31.3,11.93
6/25/2014,0,88,31.4,17.4,35.7,13.33
6/26/2014,0,75,31.2,12.9,35.1,12.92
6/27/2014,0,69,26.9,20,28.6,11.61
6/28/2014,0,83,31.3,18.4,33.9,11.13
6/29/2014,0,71,26.6,8.8,28.4,12.2
6/30/2014,0,86,25.5,15.2,29.6,13.28
7/1/2014,0,97,32.7,17.3,38.2,12.22
7/2/2014,0,74,29,15.1,32.6,12.8
7/3/2014,0,94,29.6,21.9,33.6,13.4
7/4/2014,0,92,34.5,15.3,39.2,11.7
7/5/2014,0,70,34.9,13.8,37.2,11.27
7/6/2014,0,79,30.4,20.2,34.5,12.94
7/7/2014,0,74,25.9,11.1,29.4,12.63
7/8/2014,0,74,27.5,16.9,29.6,10.99
7/9/2014,3.9,71,30.7,9.1,34.5,10.9
7/10/2014,0,85,28.3,5.9,33.2,12.63
7/11/2014,0,73,34.4,9.5,38.6,10.91
7/12/2014,0,80,28.4,11.3,32.1,11.24
7/13/2014,0,65,25.4,10.6,28,10.86
7/14/2014,4.3,95,31.1,13.4,35.1,12.07
7/15/2014,0,71,26.6,7.4,28.5,12.16
7/16/2014,0,72,32.6,24.4,34.5,12.33
7/17/2014,5.1,85,28.5,5.9,33.3,12.37
7/18/2014,0,79,29.6,8.9,33.7,10.86
7/19/2014,0,83,30.4,19.1,33.1,11.67
7/20/2014,0,80,28.4,13,30.6,11.09
7/21/2014,0,75,30.4,22,32.5,11.85
7/22/2014,0,61,26.6,11,29.6,11.12
7/23/2014,0,74,26.4,9.7,28,11.13
7/24/2014,0,69,26.6,17.7,28.6,12.95
7/25/2014,0,74,27.9,23.4,29.7,11.69
7/26/2014,0,66,31.7,14.2,33.5,12.78
7/27/2014,3,90,25.7,22.8,31.5,11.22
7/28/2014,0,76,31.4,8.4,33.2,11.05
7/29/2014,0,91,26.6,23.9,31.8,12.09
7/30/2014,0,85,34.2,14.7,38.4,10.97
7/31/2014,0,64,34.5,15.5,36.2,10.77
8/1/2014,0,60,29.7,18.7,32.2,12.16
8/2/2014,0,82,25.2,12.5,30,12.57
8/3/2014,0,87,25.3,17,28.4,12.44
8/4/2014,7.1,78,29.6,12.4,33.5,11.49
8/5/2014,0,95,32.3,11.1,37.1,12.09
8/6/2014,0,84,25.1,8.7,28.7,12.73
8/7/2014,0,61,33,13.9,34.8,10.66
8/8/2014,0,78,32.4,16.7,36.7,12.63
8/9/2014,6.5,83,30.1,19.3,35.2,11.17
8/10/2014,0,78,29.8,23.9,34.5,11.55
8/11/2014,0,91,29.5,21.1,34,12.69
8/12/2014,0,96,26.6,14.6,32.1,11.67
8/13/2014,0,72,31.1,9.5,33.8,12.31
8/14/2014,0,64,31.3,18.1,33.8,11.01
8/15/2014,8.9,85,28.3,14.5,32,12.78
8/16/2014,0,71,26.2,5.9,27.9,11.5
8/17/2014,9.5,74,26.1,8.3,28.5,13.03
8/18/2014,8.2,95,34.3,18.3,39.6,13.16
8/19/2014,0,68,30.8,16.2,33.1,11.22
8/20/2014,17.3,90,26,6.8,30.1,12.56
8/21/2014,0,66,32.9,15.4,34.6,11.85
8/22/2014,0,65,33.8,21.2,36.6,11.69
8/23/2014,0,86,33.4,8.9,36.4,13.09
8/24/2014,0,97,25.1,22.8,31.1,11.48
8/25/2014,0,81,27.9,22.2,30.6,11.05
8/26/2014,0.3,98,30.7,22.6,35.6,11.12
8/27/2014,12.4,80,27.6,9.6,31.8,13.66
8/28/2014,0,71,30.9,16,34.1,12.94
8/29/2014,0,79,31.1,15.7,33.8,11.69
8/30/2014,0,86,31.9,13.9,36.6,11.25
8/31/2014,0,79,26.2,9.7,30.2,11.53
9/1/2014,0,64,29.1,8.4,32.2,12.18
9/2/2014,0,98,27.8,10.4,33.8,12.22
9/3/2014,0,89,29.8,10.7,33.6,11.84
9/4/2014,0,91,34.3,13.4,40.1,12.69
9/5/2014,0,85,28.8,16.6,32,13.18
9/6/2014,0,68,33.8,20.2,34.9,11.5
9/7/2014,0,75,32.1,9.8,35.5,11.6
9/8/2014,0,63,34.5,22.8,35.6,10.75
9/9/2014,0,77,27.3,22.4,29.1,11.94
9/10/2014,0,80,31.5,13.7,34.3,11.78
9/11/2014,0,88,30.6,17.8,34.8,11.79
9/12/2014,0,87,32.3,10.9,36.1,12.9
9/13/2014,0,77,25.7,11.2,28.5,11.19
9/14/2014,0,68,30.3,23.3,33.3,11.12
9/15/2014,0,96,31.4,15.1,35.3,13.52
9/16/2014,0,87,30.5,19.6,35.3,11.22
9/17/2014,0,71,29.2,6.6,31.1,12.67
9/18/2014,0,84,28.1,24.5,31.2,12.21
9/19/2014,0,65,32.3,18.3,35.2,10.92
9/20/2014,0,81,32.1,22.1,36.7,11.15
9/21/2014,0,96,26.9,6.3,32.5,11.85
9/22/2014,0,84,25.8,10.7,28.3,10.93
9/23/2014,0,77,30.1,9.1,33.5,11.46
9/24/2014,0,86,27.6,5.6,32.3,13.34
9/25/2014,0,86,31.8,6.8,36.4,11.98
9/26/2014,11.1,98,34.8,16.4,40.5,12.17
9/27/2014,0,65,29.9,11.3,32,12.99
9/28/2014,0,76,32.2,16.1,36.5,12.31
9/29/2014,0,88,28.5,24.4,34,11.94
9/30/2014,0,92,33.5,8,36.8,11.66
10/1/2014,0,64,31.5,7.9,34.6,13.07
10/2/2014,0,92,31.8,18.9,37.6,13.31
10/3/2014,0,96,26,15.2,31.6,12.12
10/4/2014,0.3,91,30.4,20.3,34,11.78
10/5/2014,0,71,33.8,15,35.4,13.02
10/6/2014,0,89,28.2,24.8,31.4,12.39
10/7/2014,8.2,89,31.8,11.3,36.4,11.86
10/8/2014,0,72,32.6,20,34.3,11.36
10/9/2014,0,84,25.6,23.5,31,12.19
10/10/2014,0,64,26.8,8.6,28.7,11.75
10/11/2014,18.1,87,31.4,12.5,34.1,13.83
10/12/2014,4.2,63,26.5,7.6,28.7,12.67
10/13/2014,0,63,27.3,15,30.1,11.64
10/14/2014,0,65,30.3,6.6,32.4,11.52
10/15/2014,0,86,34.5,6.8,37.4,11.98
10/16/2014,0,62,34.4,6.4,36.9,11.15
10/17/2014,0,89,26,8.2,31.9,11.76
10/18/2014,0,86,25.9,19.2,30,12.33
10/19/2014,0,85,32.8,5.5,36.2,13.16
